MENLEX_ID	MENLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
230	tractament radiometabòlic de lesions hepàtiques amb esferes radiomarcades	ca	01012021		tractament radiometabòlic de lesions hepàtiques amb esferes radiomarcades			tractament radiometabòlic de lesions hepàtiques amb esferes radiomarcades	
231	tractament radiometabòlic de patologia benigna de la glàndula tiroide ||| tractament radiometabòlic de patologia benigna de la tiroide	ca	01012021		tractament radiometabòlic de patologia benigna de la glàndula tiroide ||| tractament radiometabòlic de patologia benigna de la tiroide			tractament radiometabòlic de patologia benigna de la glàndula tiroide	tractament radiometabòlic de patologia benigna de la tiroide
232	tractament radiometabòlic del dolor ossi metastàtic amb ⁸⁹Sr	ca	01012021		tractament radiometabòlic del dolor ossi metastàtic amb ⁸⁹Sr			tractament radiometabòlic del dolor ossi metastàtic amb ⁸⁹Sr	
233	tractament radiometabòlic del dolor ossi metastàtic amb ¹⁵³Sm	ca	01012021		tractament radiometabòlic del dolor ossi metastàtic amb ¹⁵³Sm			tractament radiometabòlic del dolor ossi metastàtic amb ¹⁵³Sm	
234	tractament radiometabòlic dels limfomes	ca	01012021		tractament radiometabòlic dels limfomes			tractament radiometabòlic dels limfomes	
235	tractament radiometabòlic dels tumors neuroendocrins amb metaiodobencilguanidina ||| tractament radiometabòlic dels tumors neuroendocrins amb MIBG	ca	01012021		tractament radiometabòlic dels tumors neuroendocrins amb metaiodobencilguanidina ||| tractament radiometabòlic dels tumors neuroendocrins amb MIBG			tractament radiometabòlic dels tumors neuroendocrins amb metaiodobencilguanidina	tractament radiometabòlic dels tumors neuroendocrins amb MIBG
236	tractament radiometabòlic endocavitari	ca	01012021		tractament radiometabòlic endocavitari			tractament radiometabòlic endocavitari	
237	ventriculografia de primer pas després d'una estimulació fisiològica	ca	01012021		ventriculografia de primer pas després d'una estimulació fisiològica			ventriculografia de primer pas després d'una estimulació fisiològica	
238	ventriculografia de primer pas després d'una intervenció farmacològica	ca	01012021		ventriculografia de primer pas després d'una intervenció farmacològica			ventriculografia de primer pas després d'una intervenció farmacològica	
239	ventriculografia isotòpica d'equilibri (d'esforç)	ca	01012021		ventriculografia isotòpica d'equilibri (d'esforç)			ventriculografia isotòpica d'equilibri (d'esforç)	
240	ventriculografia isotòpica d'equilibri (en repòs)	ca	01012021		ventriculografia isotòpica d'equilibri (en repòs)			ventriculografia isotòpica d'equilibri (en repòs)	
241	ventriculografia isotòpica d'equilibri després d'una estimulació fisiològica	ca	01012021		ventriculografia isotòpica d'equilibri després d'una estimulació fisiològica			ventriculografia isotòpica d'equilibri després d'una estimulació fisiològica	
242	ventriculografia isotòpica d'equilibri després d'una intervenció farmacològica	ca	01012021		ventriculografia isotòpica d'equilibri després d'una intervenció farmacològica			ventriculografia isotòpica d'equilibri després d'una intervenció farmacològica	
243	ventriculografia isotòpica de primer pas (d'esforç)	ca	01012021		ventriculografia isotòpica de primer pas (d'esforç)			ventriculografia isotòpica de primer pas (d'esforç)	
244	ventriculografia isotòpica de primer pas (en repòs)	ca	01012021		ventriculografia isotòpica de primer pas (en repòs)			ventriculografia isotòpica de primer pas (en repòs)	
245	volum globular ||| volum eritrocític ||| volum globular total	ca	01012021		volum globular ||| volum eritrocític ||| volum globular total			volum globular	volum eritrocític ||| volum globular total
