COVLEX_ID	COVLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
237	mostra orofaríngia ||| exsudat bucofaringi ||| fluid bucofaringi ||| mostra bucofaríngia	ca	01012021		mostra orofaríngia ||| exsudat bucofaringi ||| fluid bucofaringi ||| mostra bucofaríngia			mostra orofaríngia	exsudat bucofaringi ||| fluid bucofaringi ||| mostra bucofaríngia	Líquid corporal extret de la part mitjana de la faringe situada entre el vel del paladar i la vora superior de l'epiglotis amb l'ajuda d'un escovilló amb finalitats diagnòstiques.	
238	nàusea	ca	01012021		nàusea			nàusea		Sensació desagradable que sol indicar la proximitat del vòmit.	
239	nebulització	ca	01012021		nebulització			nebulització		Conversió d'una solució en una boira o en un aerosol de gotetes fines mitjançant un nebulitzador.	
240	nebulitzador	ca	01012021		nebulitzador			nebulitzador		Aparell polvoritzador que permet d'obtenir una dispersió fina d'una substància medicamentosa i, així, d'afavorir la seva acció sobre l'organisme. És emprat en forma d'aerosols per a inhalació bronquial o com a polvoritzador d'ús tòpic.	
241	no inici de tractament	ca	01012021		no inici de tractament			no inici de tractament		Adequació de les actuacions sanitàries consistent en la no aplicació d'actuacions sanitàries que no aporten beneficis al curs evolutiu d'una malaltia o que no són acceptades pel pacient.	
242	nova normalitat	ca	01012021		nova normalitat			nova normalitat		Període de retorn progressiu i per etapes a diverses activitats socials i econòmiques, en el context d'una epidèmia, però mantenint la vigilància epidemiològica, la capacitat reforçada del sistema sanitari i l'autoprotecció de la ciutadania.	
243	obstinació terapèutica ||| distanàsia	ca	01012021		obstinació terapèutica ||| distanàsia			obstinació terapèutica	distanàsia	Actuació sanitària que té per objectiu prolongar, per tots els mitjans mèdics, la vida d'un pacient que té una malaltia irreversible en fase crítica o una malaltia terminal, la qual no li aporta prou qualitat de vida.	NOTA: La denominació obstinació terapèutica pren com a referència l'actuació del professional de la salut, mentre que la denominació distanàsia pren com a referència la mort.
244	onada epidèmica ||| onada	ca	01012021		onada epidèmica ||| onada			onada epidèmica	onada	Augment brusc del nombre de casos d'una malaltia contagiosa en el curs d'una epidèmia que dibuixa una corba en forma d'onada en el gràfic de casos en relació amb el temps o l'espai.	NOTA: Durant l'evolució d'una pandèmia, el gràfic pot dibuixar més d'una onada epidèmica de la malaltia, com és el cas de la COVID-19.
245	oxigenació	ca	01012021		oxigenació			oxigenació		Acció i efecte d'oxigenar.	
246	oxigenar	ca	01012021		oxigenar			oxigenar		Administrar oxigen amb finalitats terapèutiques.	
247	cas índex ||| pacient zero	ca	01012021		cas índex ||| pacient zero			cas índex	pacient zero	Primer cas diagnosticat d'una malaltia dins d'una població.	NOTA: El cas índex d'una població no és necessàriament el primer cas d'aquella població afectat per la malaltia.
248	pangolí	ca	01012021		pangolí			pangolí		Mamífer d'una longitud aproximada d'1,5 m, escatat des del cap fins a la cua i sense dents, que s'alimenta per extracció amb la lengua llarga, estreta i mucosa, formigues i tèrmits dels nius que, prèviament, ha escarbotat amb les ungles.	
249	paràsit	ca	01012021		paràsit			paràsit		Organisme que viu temporalment o permanent damunt o dins d'un altre organisme d'una espècie diferent, del qual obté l'aliment necessari per a la seva subsistència sense aportar-li cap benefici a canvi i, sovint, perjudicant-lo.	
250	passaport immunitari ||| passaport d'immunitat ||| passaport immunològic	ca	01012021		passaport immunitari ||| passaport d'immunitat ||| passaport immunològic			passaport immunitari	passaport d'immunitat ||| passaport immunològic	Document atorgat a una persona per una autoritat sanitària o governamental que acredita la seva condició d'immune a a una malaltia determinada.	
251	patogen -ògena	ca	01012021		patogen -ògena			patogen -ògena		Dit del microorganisme susceptible de causar una malaltia o alteracions més o menys greus a un organisme	
252	patogenicitat	ca	01012021		patogenicitat			patogenicitat		Capacitat que posseeixen els microorganismes per a produir una malaltia, ja sigui espontàniament en l'espècie humana o bé experimentalment en els animals de laboratori.	NOTA: La patogenicitat és un atribut general o qualitatiu referit a una espècie de microorganisme determinada, que permet de comparar-la amb altres i es relaciona amb el tipus de malaltia que produeix. Per exemple, l'estafilococ daurat i la neissèria de la meningitis són patògens, mentre que els lactobacils no ho són.
253	penelló ||| eritema pernio ||| pernió ||| perniosi	ca	01012021		penelló ||| eritema pernio ||| pernió ||| perniosi			penelló	eritema pernio ||| pernió ||| perniosi	Eritema blavós amb tumefacció, habitualment circumscrit, a vegades més difús i poc delimitat, que es presenta principalment en els dits de les mans i dels peus, les orelles, la cara interna dels genolls i les parts laterals de les cuixes i els malucs, sobretot en dones adolescents que tenen acrocianosi, cutis marmorata o hiperhidrosi de mans i peus, ocasionat per l'exposició al fred. En reescalfar-se és molt dolorós i es torna de color vermell brillant, per la hiperèmia induïda per la calor. Ocasionalment pot presentar butllofes (penellons vesiculars), les quals poden ulcerar-se (penellons ulcerosos).	NOTA: La denominació perniosi prové del llatí pernio 'penelló'.
254	espícula ||| peplòmer	ca	01012021		espícula ||| peplòmer			espícula	peplòmer	Protuberància proteica de l'embolcall víric que té la funció de reconèixer determinades estructures de la membrana cel·lular per a facilitar l'entrada del virus a les cèl·lules susceptibles d'infecció.	
255	període d'incubació ||| estadi d'incubació ||| període de latència ||| període de reacció ||| període latent	ca	01012021		període d'incubació ||| estadi d'incubació ||| període de latència ||| període de reacció ||| període latent			període d'incubació	estadi d'incubació ||| període de latència ||| període de reacció ||| període latent	En el curs d'una malaltia infecciosa, temps que transcorre entre l'entrada del germen i l'aparició dels símptomes.	
256	període d'infecció	ca	01012021		període d'infecció			període d'infecció		Temps en què la persona pot transmetre una malaltia.	NOTA: 1. En el cas de la COVID-19, la transmissió de la infecció es pot donar 1-2 dies abans dels símptomes, durant tot el període simptomàtic i fins a 5-6 dies després. NOTA: 2. Normalment, des que el virus es contrau fins que apareixen els primers símptomes passen entre 4 i 7 dies, si bé aquest període pot allargar-se fins a 2 setmanes.
257	peritatge mèdic	ca	01012021		peritatge mèdic			peritatge mèdic		Activitat mèdica que uneix la medicina i el dret i que inclou l'avaluació de la pràctica mèdica i la valoració del dany corporal.	
258	persona de risc per a la COVID-19 ||| persona especialment sensible a la COVID-19 ||| persona vulnerable a la COVID-19	ca	01012021		persona de risc per a la COVID-19 ||| persona especialment sensible a la COVID-19 ||| persona vulnerable a la COVID-19			persona de risc per a la COVID-19	persona especialment sensible a la COVID-19 ||| persona vulnerable a la COVID-19	Persona que té més vulnerabilitat a infectar-se pel SARS-CoV-2 i d'emmalaltir de manera greu per la COVID-19.	NOTA: Tenir 65 anys o més; patir diabetis, hipertensió arterial, obesitat mòrbida o alguna malaltia crònica, com ara malaltia cardiovascular, malaltia hepàtica crònica, malaltia pulmonar crònica, malaltia renal crònica, malaltia neurològica o neuromuscular crònica, immunodeficiència congènita o adquirida o càncer, i estar embarassada són factors que afavoreixen que la infecció per COVID-19 pugui tenir conseqüències greus (hospitalitzacions, cures intensives i fins i tot defuncions).
259	pic epidèmic ||| pic de contagis	ca	01012021		pic epidèmic ||| pic de contagis			pic epidèmic	pic de contagis	Moment de màxima intensitat d'una epidèmia que, gràficament, es representa en el punt més alt de la corba epidèmica.	
260	taquicàrdia ||| picnocàrdia ||| policàrdia ||| sincropèxia ||| taquisistòlia	ca	01012021		taquicàrdia ||| picnocàrdia ||| policàrdia ||| sincropèxia ||| taquisistòlia			taquicàrdia	picnocàrdia ||| policàrdia ||| sincropèxia ||| taquisistòlia	Augment de la freqüència cardíaca per sobre les 100 contraccions per minut, que no altera la regularitat del ritme cardíac	
261	pla de contingència contra la COVID-19	ca	01012021		pla de contingència contra la COVID-19			pla de contingència contra la COVID-19		Conjunt de procediments i instruccions alternatives a les condicions operatives normals d'una empresa de manera que se'n permeti el seu funcionament, malgrat que determinats departaments, seccions, llocs de treball o funcions puguin interrompre la seva activitat a causa d'algun incident o per causes alienes a l'organització.	
262	placebo	ca	01012021		placebo			placebo		Substància farmacològicament inerta, sense cap principi actiu, preparada amb els mateixos aspecte, gust, olor i forma d'administració que una substància activa, que s'utilitza en la investigació farmacològica per a mesurar per comparació l'acció real d'aquesta substància.	NOTA: En farmacologia clínica, s'utilitza per a aconseguir un efecte psicoterapèutic, a fi de diferenciar l'efecte real d'un medicament en assaig de l'efecte degut a la suggestió.  La denominació placebo prové del llatí placebo, futur de placeo 'causar plaer, agradar'.
263	població diana ||| població objectiu	ca	01012021		població diana ||| població objectiu			població diana	població objectiu	Conjunt de persones que són objecte d'estudi en una recerca.	
264	població sentinella	ca	01012021		població sentinella			població sentinella		Conjunt d'habitants d'una àrea geogràfica o d'un grup de població concrets el monitoratge dels quals permet obtenir informació per a interpretar adequadament la situació epidemiològica d'una determinada malaltia en aquella àrea o grup i actuar en conseqüència.	
265	prednisolona	ca	01012021		prednisolona			prednisolona		Fàrmac antiinflamatori, antial·lèrgic, immunosupressor i antineoplàstic que inhibeix la síntesi de les prostaglandines i dels leucotriens.	NOTA: La prednisolona és un glucocorticoide sintètic derivat del cortisol, que s'empra en el tractament de nombroses malalties endocrines, reumàtiques, hematològiques, relacionades amb el col·lagen, dermatològiques, oftàlmiques, respiratòries, gastrointestinals i neoplàstiques. També s'utilitza en processos al·lèrgics i edematosos. És d'origen sintètic.  La denominació prednisolona és la forma catalana corresponent a la DCI.
266	prevalença	ca	01012021		prevalença			prevalença		Nombre de persones afectades per una malaltia determinada, o exposades a un factor de risc determinat, en un període de temps concret amb relació al nombre total d'habitants d'una àrea geogràfica o social.	
267	primovacunació ||| vacunació primària	ca	01012021		primovacunació ||| vacunació primària			primovacunació	vacunació primària	Administració de la dosi inicial o del conjunt de dosis inicials d'una vacuna a una persona susceptible amb l'objectiu que adquireixi una immunitat adequada contra la malaltia o les malalties que combat la vacuna.	NOTA: Posteriorment a la primovacunació pot ser necessari administrar una o diverses dosis de record, d'acord amb la pauta de vacunació de cada vacuna.
268	principi de beneficència	ca	01012021		principi de beneficència			principi de beneficència		Principi segons el qual els professionals de la salut tenen el deure d'oferir l'actuació sanitària que aporti el bé més gran possible a la persona atesa.	NOTA: El principi de beneficència és un dels quatre principis fonamentals en què es basa la bioètica, juntament amb el principi de no-maleficència, el principi d'autonomia i el principi de justícia. Aquests quatre principis es consideren prima facie.
269	principi de no-maleficència	ca	01012021		principi de no-maleficència			principi de no-maleficència		Principi bioètic que implica l'obligació de no fer mal a les persones ateses.	NOTA: 1. El principi de no-maleficència és un dels quatre principis fonamentals en què es basa la bioètica, juntament amb el principi de beneficència, el principi d'autonomia i el principi de justícia. Aquests quatre principis es consideren prima facie. NOTA: 2. El principi de no-maleficència es basa en la màxima primum non nocere ('primer, no fer mal').
270	principi de precaució	ca	01012021		principi de precaució			principi de precaució		Principi segons el qual s'han de promoure mesures protectores quan se sospita que una acció pot tenir conseqüències adverses per a la salut humana, per als animals o per al medi ambient, encara que no se'n tingui la certesa absoluta des d'un punt de vista científic	
271	priorització	ca	01012021		priorització			priorització		Decisió en virtut de la qual es dona atenció preferent a una persona, a una situació o a un tema per davant d'altres, segons determinats valors, oportunitats o preferències.	NOTA: 1. En l'atenció sanitària, el professional de la salut hauria de ser conscient de la priorització que fa sovint, la qual hauria de basar-se al màxim possible en el criteri de les diferents necessitats dels pacients. NOTA: 2. En l'àmbit de la recerca, la priorització entre el que es fa i el que es deixa de fer és ineludible, tenint en compte la necessitat inabastable del coneixement, els recursos limitats i el cost d'oportunitat. No és inhabitual que l'investigador no sigui conscient de les raons de priorització d'una línia de recerca respecte d'altres possibles; ni tampoc és inhabitual que els interessos que dirigeixen aquella priorització no coincideixin amb l'interès comú. La diferència entre el tipus o volum de recerca que una col·lectivitat o la societat en general necessitarien i la que realment es duu a terme és la bretxa de rellevància.
272	pròdrom	ca	01012021		pròdrom			pròdrom		Senyal precursor d'alguna malaltia.	NOTA: La denominació pròdrom prové del grec pródromos 'que precedeix'.
273	proteïna C reactiva	ca	01012021		proteïna C reactiva			proteïna C reactiva		Pentraxina que s'uneix a la fosforilcolina constituent del polisacàrid C dels pneumococs, i actua com a opsonina.	
274	proteïna S ||| proteïna de l'espícula ||| proteïna espícula	ca	01012021		proteïna S ||| proteïna de l'espícula ||| proteïna espícula			proteïna S	proteïna de l'espícula ||| proteïna espícula	Proteïna transmembrana constituent de les espícules dels coronavirus que conté el domini d'unió al receptor cel·lular i possibilita la fusió de la membrana del virus amb la membrana cel·lular, de manera que l'RNA víric s'allibera dins la cèl·lula infectada.	NOTA: La proteïna S és una diana comuna per a anticossos neutralitzadors i vacunes contra els coronavirus. Alguns dels assaigs clínics en curs per a trobar vacunes o tractaments per a la COVID-19 s'adrecen cap a la proteïna S del SARS-CoV-2.
275	proteïna estructural	ca	01012021		proteïna estructural			proteïna estructural		Proteïna la funció principal de la qual és contribuir a donar la forma i l'estructura de les cèl·lules idels teixits.	
276	prova d'antígens ||| test d'antígens ||| prova antigènica	ca	01012021		prova d'antígens ||| test d'antígens ||| prova antigènica			prova d'antígens	test d'antígens ||| prova antigènica	Prova ràpida de detecció de proteïnes de microorganismes presents en una mostra biològica.	NOTA: En el cas de les proves d'antígens per a detectar la infecció per SARS-CoV-2, es fa servir una mostra nasofaríngia o de saliva recollida amb un escovilló. En uns 10-15 minuts es pot tenir el resultat, amb una fiabilitat propera al 98% i amb un cost menor que altres proves de detecció.
277	prova de mostres combinades ||| test per combinació de mostres ||| prova de mostres agrupades ||| test per agrupament de mostres	ca	01012021		prova de mostres combinades ||| test per combinació de mostres ||| prova de mostres agrupades ||| test per agrupament de mostres			prova de mostres combinades	test per combinació de mostres ||| prova de mostres agrupades ||| test per agrupament de mostres	Sistema de cribratge que consisteix a combinar diverses mostres en una única mescla, de manera que es fa una única prova diagnòstica sobre la mostra combinada.	NOTA: 1. La prova de mostres combinades es fa servir per a detectar la infecció per SARS-CoV-2, aplicada a les PCR fetes sobre població asimptomàtica. És útil per a col·lectius de baixa incidència, en què es fa una única PCR d'un conjunt de mostres d'entre 8 i 10 persones. Si el resultat és negatiu, s'entén que totes les persones estan lliures del coronavirus; si resulta positiu, cal repetir la prova individualment a cadascuna de les persones de la mostra. NOTA: 2. Aquesta tècnica de laboratori permet de realitzar cribratges més grans a la població en zones de baixa prevalença, fent servir menys reactius, a un cost menor i amb menys ocupació dels laboratoris.
278	prova serològica ||| prova diagnòstica amb ELISA ||| prova immunològica ||| test immunològic ||| test serològic	ca	01012021		prova serològica ||| prova diagnòstica amb ELISA ||| prova immunològica ||| test immunològic ||| test serològic			prova serològica	prova diagnòstica amb ELISA ||| prova immunològica ||| test immunològic ||| test serològic	Prova quantitativa de diagnòstic o de cribratge, en què es detecta la presència d'antígens o d'anticossos en la sang, en unes 48-72 hores.	NOTA: La detecció d'antígens és una prova d'infecció activa, mentre que la detecció d'anticossos és una prova indirecta d'immunitat o de malaltia que està en fase activa o passada.
279	prova diagnòstica amb PCR ||| prova PCR ||| test PCR	ca	01012021		prova diagnòstica amb PCR ||| prova PCR ||| test PCR			prova diagnòstica amb PCR	prova PCR ||| test PCR	Prova diagnòstica que, a partir d'una mostra mucosa orofaríngia o nasofaríngia, detecta la presència de material genètic del virus en unes 4 hores.	
280	prova ràpida ||| prova diagnòstica ràpida ||| test ràpid	ca	01012021		prova ràpida ||| prova diagnòstica ràpida ||| test ràpid			prova ràpida	prova diagnòstica ràpida ||| test ràpid	Prova qualitativa de diagnòstic o de cribratge de la COVID-19, en què es detecta mitjançant immunocromatografia la presència d'antígens en una mostra de mucosa orofaríngia o nasofaríngia o la presència d'anticossos en una gota de sang, respectivament, de manera senzilla i en uns 10-15 minuts.	
281	punt d'injecció ||| punt d'inoculació	ca	01012021		punt d'injecció ||| punt d'inoculació			punt d'injecció	punt d'inoculació	Punt anatòmic en què s'injecta una vacuna	
282	qualitat de vida ||| QV	ca	01012021		qualitat de vida ||| QV			qualitat de vida	QV	Percepció que té una persona de la seva condició de vida, determinada a partir de l'escala de valors, les aspiracions i les expectatives personals en els diferents àmbits de la vida personal, familiar i social.	NOTA: Els àmbits en què s'avalua la qualitat de vida d'acord amb l'Escala GENCAT de qualitat de vida són: benestar emocional, relacions interpersonals, benestar material, desenvolupament personal, benestar físic, autodeterminació, inclusió social i drets.
283	quarantena	ca	01012021		quarantena			quarantena		Restricció de les activitats de persones o animals sans que han estat en contacte amb una persona o un animal amb una malaltia contagiosa durant la fase en què la malaltia és transmissible, amb l'objectiu d'evitar-ne la propagació durant el període d'incubació.	NOTA: La quarantena pot ser completa o limitada a certes activitats.
284	quarantenar	ca	01012021		quarantenar			quarantenar		Fer una quarantena.	NOTA: Es proposa el terme quarantenar pels motius següents: ·és una forma lingüísticament adequada, formada a partir del substantiu quarantena i el sufix verbal -ar; ·és una denominació formalment paral·lela a verbs com biopsiar, diagnosticar, radiografiar i suturar, creats també a partir d'un substantiu i el sufix -ar; ·aquest verb es documenta anàlogament en anglès (to quarantine), en francès (biopsier) i en castellà (biopsiar).
285	quarantenat -ada	ca	01012021		quarantenat -ada			quarantenat -ada		Dit de la persona o substància posada en quarantena.	
286	radiografia	ca	01012021		radiografia			radiografia		Tècnica exploratòria que consisteix a sotmetre un cos, un objecte, etc., a l'acció dels raigs X per tal d'obtenir-ne una imatge sobre una superfície sensible, com ara una placa radiogràfica.	
287	radiòmica	ca	01012021		radiòmica			radiòmica		Tècnica que aprofita els avenços en les aplicacions d'intel·ligència artificial per oferir un rendiment més alt en les proves d'imatge clàssiques.	NOTA: La radiòmica permet de millorar el diagnòstic de la infecció per coronavirus SARS-CoV-2 gràcies a un algoritme que identifica les característiques pròpies de la infección pumonar dels pacients amb COVID-19.
288	rastreig de contactes ||| recerca de contactes	ca	01012021		rastreig de contactes ||| recerca de contactes			rastreig de contactes	recerca de contactes	Tècnica per fer el seguiment i tractament de les persones que han tingut contacte estret amb una persona infectada per una malaltia epidèmica, amb la finalitat de frenar la progressió de la malaltia.	NOTA: El rastreig de contactes intenta que les persones que han tingut contacte amb persones infectades siguin supervisades durant un cert període de temps i finalment aïllades si s'infecten. En el context d'una epidèmia és fonamental com a mesura de control.
289	rastrejador de contactes | rastrejadora de contactes	ca	01012021		rastrejador de contactes | rastrejadora de contactes			rastrejador de contactes | rastrejadora de contactes		Persona encarregada de fer un rastreig de contactes.	
290	ratapinyada ||| ratpenat ||| muriac ||| muricec ||| ratapenada	ca	01012021		ratapinyada ||| ratpenat ||| muriac ||| muricec ||| ratapenada			ratapinyada	ratpenat ||| muriac ||| muricec ||| ratapenada	Animal mamífer volador, nocturn, de mida petita i d'orelles grosses, que menja insectes, amb les ales formades per una membrana que va des de les extremitats anteriors fins a la cua, que s'orienta en la foscor mitjançant l'emissió de vibracions i que és abundant a tot Europa.	
291	ratpenat de ferradura petit	ca	01012021		ratpenat de ferradura petit			ratpenat de ferradura petit		Ratapinyada molt petita, d'orelles doblegades cap endavant, que es distribueix des de l'Europa occidental fins a Àsia Central i des d'Europa Central fins a l'Àfrica del nord.	
292	reacció adversa a vacuna ||| RAV	ca	01012021		reacció adversa a vacuna ||| RAV			reacció adversa a vacuna	RAV	Efecte desfavorable atribuïble a l'administració d'una vacuna.	
293	reacció en cadena de la polimerasa ||| PCR	ca	01012021		reacció en cadena de la polimerasa ||| PCR			reacció en cadena de la polimerasa	PCR	Tècnica de genètica molecular consistent en cicles repetits de separació, associació i síntesi de DNA conduïts per parells d'encebadors orientats recíprocament, que permet copiar i amplificar in vitro seqüències de DNA específiques.	NOTA: 1. La PCR és una tècnica comuna en els laboratoris d'investigació mèdica i biològica que permet obtenir grans quantitats d'un fragment determinat de DNA o RNA a partir d'una petita quantitat de material o, fins i tot, d'una sola molècula original. Té una gran varietat d'aplicacions: la clonació d'àcids nucleics per a seqüenciar-los posteriorment, la filogènia basada en el DNA, l'anàlisi funcional de gens, el diagnòstic de trastorns hereditaris, la identificació d'empremtes genètiques i la detecció i el diagnòstic de malalties infeccioses. NOTA: 2. La sigla PCR prové de l'anglès polymerase chain reaction ('reacció en cadena per la polimerasa').
294	reacció general ||| reacció sistèmica	ca	01012021		reacció general ||| reacció sistèmica			reacció general	reacció sistèmica	Reacció a una vacuna que afecta l'organisme de manera sistèmica.	
295	reacció local	ca	01012021		reacció local			reacció local		Reacció a una vacuna que apareix al punt d'injecció, consistent generalment en una inflamació.	
296	rebrot epidèmic ||| rebrotada epidèmica	ca	01012021		rebrot epidèmic ||| rebrotada epidèmica			rebrot epidèmic	rebrotada epidèmica	Brot epidèmic d'una malaltia que es produeix en un territori durant la fase de remissió d'una epidèmia d'aquesta mateixa malaltia.	
297	recaiguda	ca	01012021		recaiguda			recaiguda		Represa evolutiva d'una malaltia en el període de convalescència, quan era aparentment en vies de guarició.	
298	triatge ||| recepció, acollida i classificació ||| RAC	ca	01012021		triatge ||| recepció, acollida i classificació ||| RAC			triatge	recepció, acollida i classificació ||| RAC	Procediment sistemàtic de classificació de persones malaltes o accidentades que necessiten atenció urgent, amb l'objectiu de prioritzar l'atenció de les que estan més greus o d'aquelles a qui els podria ser perjudicial una demora en l'atenció.	
299	recidiva	ca	01012021		recidiva			recidiva		Increment nou d'un símptoma o d'una malaltia després d'una remissió temporal, sense que hi hagi hagut convalescència.	
300	recrudescència	ca	01012021		recrudescència			recrudescència		Nova exacerbació d'un símptoma o d'una malaltia després d'una remissió temporal, sense que hi hagi hagut convalescència, i que pot produir-se després d'alguns dies o setmanes de remissió.	
301	rehabilitació respiratòria	ca	01012021		rehabilitació respiratòria			rehabilitació respiratòria		Maniobres i exercicis per a entrenar els músculs respiratoris amb l'objectiu de millorar la capacitat pulmonar, la dispnea, la tolerància a l'esforç i la qualitat de vida de les persones amb patologies respiratòries.	
302	reinfecció	ca	01012021		reinfecció			reinfecció		Infecció nova, en una persona ja infectada per un bacteri o un virus determinat, per una soca o una variant diferent de la mateixa espècie de l'agent infecciós actiu.	
303	remdesivir	ca	01012021		remdesivir			remdesivir		Fàrmac antivíric que provoca un decrement de la producció d'RNA víric mitjançant la inhibició de la RNA-polimerasa dirigida per RNA.	NOTA: 1. El remdesivir és un anàleg de nucleòtid que s'empra en el tractament de la malaltia de l'Ebola. Se n'ha suggerit l'ús per al tractament de la COVID-19. És d'origen sintètic. NOTA: 2. La denominació remdesivir és la forma catalana corresponent a la DCI.
304	reservori	ca	01012021		reservori			reservori		Organisme, teixit o cèl·lula que actua com a dipòsit on un agent infecciós es manté en estat de latència o en condicions de resistència.	NOTA: Per exemple, en el cas de la COVID-19, els ratpenats es comporten com un reservori natural per als coronavirus.
305	respiració artificial	ca	01012021		respiració artificial			respiració artificial		Substitució de la funció pulmonar, manualment o amb un aparell, quan la respiració és insuficient per al manteniment de la vida.	NOTA: La respiració artificial pot ser controlada, quan se supleix totalment la funció ventilatòria, o assistida, quan el pacient pot mantenir un cert grau de funció espontània.
306	respirador	ca	01012021		respirador			respirador		Aparell utilitzat per a proporcionar una respiració artificial mecànica, usat en els casos en què la respiració espontània és inadequada o està paralitzada.	
307	resposta immunitària	ca	01012021		resposta immunitària			resposta immunitària		Conjunt de processos moleculars i cel·lulars implicats en la defensa de la integritat biològica de l'organisme.	NOTA: La resposta immunitària comporta el reconeixement de les substàncies pròpies i la detecció i destrucció de les substàncies estranyes que duu a terme el sistema immunitari.
308	retrovirus	ca	01012021		retrovirus			retrovirus		Família de virus amb RNA monocatenari, de simetria icosaèdrica i forma esfèrica, amb un diàmetre de 80 a 100 nm, amb embolcall, la replicació dels quals inclou una etapa de transcripció inversa.	NOTA: La família dels retrovirus inclou el gènere Lentivirus, al qual pertany el VIH.
309	revacunació ||| revaccinació	ca	01012021		revacunació ||| revaccinació			revacunació	revaccinació	Acció de revacunar.	
310	ribavirina	ca	01012021		ribavirina			ribavirina		Fàrmac antivíric anàleg de nucleòsid que interfereix en la síntesi de DNA i RNA, administrat per via oral o inhalatòria.	NOTA: La ribavirina és emprada en el tractament de les infeccions per virus sincitial respiratori, de l'hepatitis C crònica, de la febre hemorràgica amb síndrome renal i de la febre de Lassa. És d'origen sintètic.  La ribavirina es va desenvolupar a principi de la dècada de 1990.
311	ritonavir	ca	01012021		ritonavir			ritonavir		Fàrmac antiretroviral que inhibeix les proteases 1 i 2 del VIH.	NOTA: El ritonavir s'empra, juntament amb altres fàrmacs antiretrovirals, en el tractament de la infecció per VIH-1. També és un potent inhibidor del citocrom P450 3A, de manera que pot interaccionar amb el metabolisme d'altres fàrmacs i elevar-ne les concentracions plasmàtiques. Se n'ha suggerit l'ús per al tractament de la COVID-19. És d'origen sintètic. La denominació ritonavir és la forma catalana corresponent a la DCI.
312	ruxolitinib	ca	01012021		ruxolitinib			ruxolitinib		Fàrmac immunomodulador i antineoplàstic que inhibeix de forma selectiva les cinases JAK1 i JAK2.	NOTA: El ruxolitinib s'empra en el tractament de la mielofibrosi i la policitèmia vera. Se n'ha suggerit l'ús per al tractament de la COVID-19. És d'origen sintètic.  La denominació ruxolitinib és la forma catalana corresponent a la DCI.
313	salt d'espècie	ca	01012021		salt d'espècie			salt d'espècie		Pas d'un agent infecciós des d'un reservori fins a un hoste nou.	NOTA: Quan el salt és entre els animals i els éssers humans es parla de salt d'espècie zoonòtic o zoonosi.
314	salut en el treball ||| salut laboral	ca	01012021		salut en el treball ||| salut laboral			salut en el treball	salut laboral	Estat de benestar físic, psíquic i social dels treballadors en relació amb el seu lloc de treball i amb les condicions de l'entorn laboral.	
315	salut pública	ca	01012021		salut pública			salut pública		Conjunt d'accions col·lectives de la societat que asseguren les condicions de salut de la població.	NOTA: La salut pública inclou les polítiques, els programes, els dispositius i els serveis endegats per la societat amb el propòsit de promoure, protegir i restaurar col·lectivament la salut de les persones i de les comunitats, pertanyin o no al sistema sanitari.
316	sanitarització	ca	01012021		sanitarització			sanitarització		Convertir un espai en un lloc sanitari, especialment un espai públic que habitualment té un altre ús.	NOTA: Poden ser objecte de sanitarització espais com ara un pavelló esportiu, una biblioteca, una sala per a activitats culturals, un hotel, etc., els quals han de complir una sèrie de requisits higiènics i sanitaris preestablerts.
317	sarilumab	ca	01012021		sarilumab			sarilumab		Fàrmac immunomodulador que inhibeix el receptor de la interleucina 6.	NOTA: El sarilumab és un anticòs monoclonal humanitzat que s'empra, combinat amb metotrexat, en el tractament de l'artritis reumatoide en pacients que presenten intolerància a altres tractaments. Se n'ha suggerit l'ús per al tractament de la COVID-19.  La denominació sarilumab és la forma catalana corresponent a la DCI.
318	sedació	ca	01012021		sedació			sedació		Disminució de l'estat de consciència d'una persona mitjançant l'administració de fàrmacs.	NOTA: Per exemple, la sedació pal·liativa i la sedació en l'agonia.
319	simptomatologia ||| semiologia	ca	01012021		simptomatologia ||| semiologia			simptomatologia	semiologia	Conjunt dels símptomes d'una malaltia o d'un malalt.	NOTA: La denominació semiologia està formada a partir del grec semeîon 'signe' i de -logia.
320	sèpsia	ca	01012021		sèpsia			sèpsia		Disfunció orgànica potencialment mortal causada per una resposta desregulada de l'hoste a la infecció	NOTA: 1. Encara que la sèpsia es presenta sovint clínicament amb una resposta inflamatòria i leucocitosi, actualment és considera que va sempre associada a una falla orgànica per alteracions de la perfusió d'òrgans vitals. NOTA: 2. La denominació septicèmia s'emprava clàssicament per referir-se a la sèpsia. La denominació xoc sèptic, en canvi, es refereix a la sèpsia amb hipotensió arterial greu.
321	seqüela	ca	01012021		seqüela			seqüela		Alteració funcional o orgànica, amb tendència a persistir, que apareix com a conseqüència d'una malaltia, un traumatisme, una intervenció quirúrgica o un tractament mèdic.	
322	serologia	ca	01012021		serologia			serologia		Branca de la immunologia que estudia les reaccions dels antígens amb els anticossos i que s'ocupa del diagnòstic de malalties mitjançant l'estudi in vitro de les reaccions antigen-anticòs.	
323	seroprevalença	ca	01012021		seroprevalença			seroprevalença		Nombre de persones seropositives respecte a un antigen concret amb relació al nombre total de persones a les quals s'ha realitzat una prova serològica.	
