ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
1655	al·lèrgia als alcaloides de l'opi	ca	01012021		al·lèrgia als alcaloides de l'opi			al·lèrgia als alcaloides de l'opi	
1656	al·lèrgia als alcaloides de la belladona (Atropa belladonna) ||| al·lèrgia als alcaloides del tabac bord (Atropa belladonna)	ca	01012021		al·lèrgia als alcaloides de la belladona (Atropa belladonna) ||| al·lèrgia als alcaloides del tabac bord (Atropa belladonna)			al·lèrgia als alcaloides de la belladona (Atropa belladonna)	al·lèrgia als alcaloides del tabac bord (Atropa belladonna)
1657	al·lèrgia als alcaloides de la vinca (Vinca) ||| al·lèrgia als alcaloides de l'herba donzella (Vinca) ||| al·lèrgia als alcaloides de la donzella (Vinca) ||| al·lèrgia als alcaloides de la pervinca (Vinca) ||| al·lèrgia als alcaloides de la pruenga (Vinca) ||| al·lèrgia als alcaloides de la vincapervinca (Vinca)	ca	01012021		al·lèrgia als alcaloides de la vinca (Vinca) ||| al·lèrgia als alcaloides de l'herba donzella (Vinca) ||| al·lèrgia als alcaloides de la donzella (Vinca) ||| al·lèrgia als alcaloides de la pervinca (Vinca) ||| al·lèrgia als alcaloides de la pruenga (Vinca) ||| al·lèrgia als alcaloides de la vincapervinca (Vinca)			al·lèrgia als alcaloides de la vinca (Vinca)	al·lèrgia als alcaloides de l'herba donzella (Vinca) ||| al·lèrgia als alcaloides de la donzella (Vinca) ||| al·lèrgia als alcaloides de la pervinca (Vinca) ||| al·lèrgia als alcaloides de la pruenga (Vinca) ||| al·lèrgia als alcaloides de la vincapervinca (Vinca)
1658	al·lèrgia als alcaloides del còlquic (Colchicum autumnale)	ca	01012021		al·lèrgia als alcaloides del còlquic (Colchicum autumnale)			al·lèrgia als alcaloides del còlquic (Colchicum autumnale)	
1659	al·lèrgia als alcaloides del sègol banyut ||| al·lèrgia als alcaloides del cornet ||| al·lèrgia als alcaloides del sègol cornut ||| al·lèrgia als alcaloides ergòtics	ca	01012021		al·lèrgia als alcaloides del sègol banyut ||| al·lèrgia als alcaloides del cornet ||| al·lèrgia als alcaloides del sègol cornut ||| al·lèrgia als alcaloides ergòtics			al·lèrgia als alcaloides del sègol banyut	al·lèrgia als alcaloides del cornet ||| al·lèrgia als alcaloides del sègol cornut ||| al·lèrgia als alcaloides ergòtics
1660	al·lèrgia als alcohols de llana	ca	01012021		al·lèrgia als alcohols de llana			al·lèrgia als alcohols de llana	
1661	al·lèrgia als aminoàcids de l'alimentació parenteral	ca	01012021		al·lèrgia als aminoàcids de l'alimentació parenteral			al·lèrgia als aminoàcids de l'alimentació parenteral	
1662	al·lèrgia als aminoglicòsids ||| al·lèrgia als aminoglucòsids	ca	01012021		al·lèrgia als aminoglicòsids ||| al·lèrgia als aminoglucòsids			al·lèrgia als aminoglicòsids	al·lèrgia als aminoglucòsids
1663	al·lèrgia als anabolitzants	ca	01012021		al·lèrgia als anabolitzants			al·lèrgia als anabolitzants	
1664	al·lèrgia als anàlegs de metadona	ca	01012021		al·lèrgia als anàlegs de metadona			al·lèrgia als anàlegs de metadona	
1665	al·lèrgia als anàlegs de petidina ||| al·lèrgia als anàlegs de meperidina	ca	01012021		al·lèrgia als anàlegs de petidina ||| al·lèrgia als anàlegs de meperidina			al·lèrgia als anàlegs de petidina	al·lèrgia als anàlegs de meperidina
1666	al·lèrgia als analgèsics	ca	01012021		al·lèrgia als analgèsics			al·lèrgia als analgèsics	
1667	al·lèrgia als analgèsics no opioides	ca	01012021		al·lèrgia als analgèsics no opioides			al·lèrgia als analgèsics no opioides	
1668	al·lèrgia als analgèsics opioides	ca	01012021		al·lèrgia als analgèsics opioides			al·lèrgia als analgèsics opioides	
1669	al·lèrgia als andrògens	ca	01012021		al·lèrgia als andrògens			al·lèrgia als andrògens	
1670	al·lèrgia als anestèsics	ca	01012021		al·lèrgia als anestèsics			al·lèrgia als anestèsics	
1671	al·lèrgia als anestèsics generals	ca	01012021		al·lèrgia als anestèsics generals			al·lèrgia als anestèsics generals	
1672	al·lèrgia als anestèsics intravenosos	ca	01012021		al·lèrgia als anestèsics intravenosos			al·lèrgia als anestèsics intravenosos	
1673	al·lèrgia als anestèsics locals	ca	01012021		al·lèrgia als anestèsics locals			al·lèrgia als anestèsics locals	
1674	al·lèrgia als anestèsics per via inhalatòria	ca	01012021		al·lèrgia als anestèsics per via inhalatòria			al·lèrgia als anestèsics per via inhalatòria	
1675	al·lèrgia als animals	ca	01012021		al·lèrgia als animals			al·lèrgia als animals	
1676	al·lèrgia als animals de laboratori	ca	01012021		al·lèrgia als animals de laboratori			al·lèrgia als animals de laboratori	
1677	al·lèrgia als anorexígens d'acció central	ca	01012021		al·lèrgia als anorexígens d'acció central			al·lèrgia als anorexígens d'acció central	
1678	al·lèrgia als antagonistes d'estrògens	ca	01012021		al·lèrgia als antagonistes d'estrògens			al·lèrgia als antagonistes d'estrògens	
1679	al·lèrgia als antagonistes de receptors muscarínics ||| al·lèrgia als antagonistes muscarínics	ca	01012021		al·lèrgia als antagonistes de receptors muscarínics ||| al·lèrgia als antagonistes muscarínics			al·lèrgia als antagonistes de receptors muscarínics	al·lèrgia als antagonistes muscarínics
1680	al·lèrgia als antagonistes dels receptors benzodiazepínics ||| al·lèrgia als antagonistes benzodiazepínics ||| al·lèrgia als antagonistes de les benzodiazepines	ca	01012021		al·lèrgia als antagonistes dels receptors benzodiazepínics ||| al·lèrgia als antagonistes benzodiazepínics ||| al·lèrgia als antagonistes de les benzodiazepines			al·lèrgia als antagonistes dels receptors benzodiazepínics	al·lèrgia als antagonistes benzodiazepínics ||| al·lèrgia als antagonistes de les benzodiazepines
1681	al·lèrgia als antagonistes opioides	ca	01012021		al·lèrgia als antagonistes opioides			al·lèrgia als antagonistes opioides	
1682	al·lèrgia als antiàcids ||| al·lèrgia als inhibidors de l'acidesa gàstrica	ca	01012021		al·lèrgia als antiàcids ||| al·lèrgia als inhibidors de l'acidesa gàstrica			al·lèrgia als antiàcids	al·lèrgia als inhibidors de l'acidesa gàstrica
1683	al·lèrgia als antiadrenèrgics ||| al·lèrgia als blocadors adrenèrgics	ca	01012021		al·lèrgia als antiadrenèrgics ||| al·lèrgia als blocadors adrenèrgics			al·lèrgia als antiadrenèrgics	al·lèrgia als blocadors adrenèrgics
1684	al·lèrgia als antial·lèrgics	ca	01012021		al·lèrgia als antial·lèrgics			al·lèrgia als antial·lèrgics	
1685	al·lèrgia als antiandrògens	ca	01012021		al·lèrgia als antiandrògens			al·lèrgia als antiandrògens	
1686	al·lèrgia als antiarrítmics	ca	01012021		al·lèrgia als antiarrítmics			al·lèrgia als antiarrítmics	
1687	al·lèrgia als antiarrítmics de la classe I	ca	01012021		al·lèrgia als antiarrítmics de la classe I			al·lèrgia als antiarrítmics de la classe I	
1688	al·lèrgia als antiarrítmics de la classe III	ca	01012021		al·lèrgia als antiarrítmics de la classe III			al·lèrgia als antiarrítmics de la classe III	
1689	al·lèrgia als antiarrítmics de la classe IV	ca	01012021		al·lèrgia als antiarrítmics de la classe IV			al·lèrgia als antiarrítmics de la classe IV	
1690	al·lèrgia als antibacterians	ca	01012021		al·lèrgia als antibacterians			al·lèrgia als antibacterians	
1691	al·lèrgia als antibiòtics antituberculosos	ca	01012021		al·lèrgia als antibiòtics antituberculosos			al·lèrgia als antibiòtics antituberculosos	
1692	al·lèrgia als antibiòtics carbapenèmics ||| al·lèrgia als carbapenems	ca	01012021		al·lèrgia als antibiòtics carbapenèmics ||| al·lèrgia als carbapenems			al·lèrgia als antibiòtics carbapenèmics	al·lèrgia als carbapenems
1693	al·lèrgia als antibiòtics citotòxics	ca	01012021		al·lèrgia als antibiòtics citotòxics			al·lèrgia als antibiòtics citotòxics	
1694	al·lèrgia als antibiòtics monobactàmics ||| al·lèrgia als monobactams	ca	01012021		al·lèrgia als antibiòtics monobactàmics ||| al·lèrgia als monobactams			al·lèrgia als antibiòtics monobactàmics	al·lèrgia als monobactams
1695	al·lèrgia als antibiòtics sulfonamídics	ca	01012021		al·lèrgia als antibiòtics sulfonamídics			al·lèrgia als antibiòtics sulfonamídics	
1696	xº	ca	01012021		xº			xº	
1697	al·lèrgia als anticoagulants cumarínics	ca	01012021		al·lèrgia als anticoagulants cumarínics			al·lèrgia als anticoagulants cumarínics	
1698	al·lèrgia als anticoagulants d'acció directa	ca	01012021		al·lèrgia als anticoagulants d'acció directa			al·lèrgia als anticoagulants d'acció directa	
1699	al·lèrgia als anticoagulants d'acció indirecta	ca	01012021		al·lèrgia als anticoagulants d'acció indirecta			al·lèrgia als anticoagulants d'acció indirecta	
1700	al·lèrgia als anticoagulants derivats de la indanediona	ca	01012021		al·lèrgia als anticoagulants derivats de la indanediona			al·lèrgia als anticoagulants derivats de la indanediona	
1701	al·lèrgia als anticolinèrgics ||| al·lèrgia als parasimpaticolítics	ca	01012021		al·lèrgia als anticolinèrgics ||| al·lèrgia als parasimpaticolítics			al·lèrgia als anticolinèrgics	al·lèrgia als parasimpaticolítics
1702	al·lèrgia als anticonceptius orals combinats ||| al·lèrgia als contraceptius orals combinats	ca	01012021		al·lèrgia als anticonceptius orals combinats ||| al·lèrgia als contraceptius orals combinats			al·lèrgia als anticonceptius orals combinats	al·lèrgia als contraceptius orals combinats
1703	al·lèrgia als anticossos antidigoxina ||| al·lèrgia als anticossos antidigoxínics ||| al·lèrgia als anticossos contra la digoxina	ca	01012021		al·lèrgia als anticossos antidigoxina ||| al·lèrgia als anticossos antidigoxínics ||| al·lèrgia als anticossos contra la digoxina			al·lèrgia als anticossos antidigoxina	al·lèrgia als anticossos antidigoxínics ||| al·lèrgia als anticossos contra la digoxina
1704	al·lèrgia als antidepressius	ca	01012021		al·lèrgia als antidepressius			al·lèrgia als antidepressius	
1705	al·lèrgia als antidepressius tetracíclics	ca	01012021		al·lèrgia als antidepressius tetracíclics			al·lèrgia als antidepressius tetracíclics	
1706	al·lèrgia als antidepressius tricíclics	ca	01012021		al·lèrgia als antidepressius tricíclics			al·lèrgia als antidepressius tricíclics	
1707	al·lèrgia als antidiarreics	ca	01012021		al·lèrgia als antidiarreics			al·lèrgia als antidiarreics	
1708	al·lèrgia als antídots ||| al·lèrgia als contraverins ||| al·lèrgia als toxicides	ca	01012021		al·lèrgia als antídots ||| al·lèrgia als contraverins ||| al·lèrgia als toxicides			al·lèrgia als antídots	al·lèrgia als contraverins ||| al·lèrgia als toxicides
1709	al·lèrgia als antídots contra pesticides ||| al·lèrgia als antídots contra plaguicides	ca	01012021		al·lèrgia als antídots contra pesticides ||| al·lèrgia als antídots contra plaguicides			al·lèrgia als antídots contra pesticides	al·lèrgia als antídots contra plaguicides
1710	al·lèrgia als antiemètics ||| al·lèrgia als antivomitius	ca	01012021		al·lèrgia als antiemètics ||| al·lèrgia als antivomitius			al·lèrgia als antiemètics	al·lèrgia als antivomitius
1711	al·lèrgia als antiepilèptics ||| al·lèrgia als anticomicials	ca	01012021		al·lèrgia als antiepilèptics ||| al·lèrgia als anticomicials			al·lèrgia als antiepilèptics	al·lèrgia als anticomicials
1712	al·lèrgia als antiepilèptics barbitúrics ||| al·lèrgia als anticomicials barbitúrics	ca	01012021		al·lèrgia als antiepilèptics barbitúrics ||| al·lèrgia als anticomicials barbitúrics			al·lèrgia als antiepilèptics barbitúrics	al·lèrgia als anticomicials barbitúrics
1713	al·lèrgia als antiespasmòdics ||| al·lèrgia als espasmolítics	ca	01012021		al·lèrgia als antiespasmòdics ||| al·lèrgia als espasmolítics			al·lèrgia als antiespasmòdics	al·lèrgia als espasmolítics
1714	al·lèrgia als antifúngics ||| al·lèrgia als antimicòtics ||| al·lèrgia als fungicides	ca	01012021		al·lèrgia als antifúngics ||| al·lèrgia als antimicòtics ||| al·lèrgia als fungicides			al·lèrgia als antifúngics	al·lèrgia als antimicòtics ||| al·lèrgia als fungicides
1715	al·lèrgia als antifúngics azòlics ||| al·lèrgia als antimicòtics azòlics ||| al·lèrgia als fungicides azòlics	ca	01012021		al·lèrgia als antifúngics azòlics ||| al·lèrgia als antimicòtics azòlics ||| al·lèrgia als fungicides azòlics			al·lèrgia als antifúngics azòlics	al·lèrgia als antimicòtics azòlics ||| al·lèrgia als fungicides azòlics
1716	al·lèrgia als antifúngics triazòlics ||| al·lèrgia als antimicòtics triazòlics ||| al·lèrgia als fungicides triazòlics	ca	01012021		al·lèrgia als antifúngics triazòlics ||| al·lèrgia als antimicòtics triazòlics ||| al·lèrgia als fungicides triazòlics			al·lèrgia als antifúngics triazòlics	al·lèrgia als antimicòtics triazòlics ||| al·lèrgia als fungicides triazòlics
1717	al·lèrgia als antihelmíntics	ca	01012021		al·lèrgia als antihelmíntics			al·lèrgia als antihelmíntics	
1718	al·lèrgia als antihelmíntics derivats del benzimidazole	ca	01012021		al·lèrgia als antihelmíntics derivats del benzimidazole			al·lèrgia als antihelmíntics derivats del benzimidazole	
1719	al·lèrgia als antihipertensius ||| al·lèrgia als antihipertensors	ca	01012021		al·lèrgia als antihipertensius ||| al·lèrgia als antihipertensors			al·lèrgia als antihipertensius	al·lèrgia als antihipertensors
1720	al·lèrgia als antihipertensius de rauvòlfia ||| al·lèrgia als antihipertensors de rauvòlfia	ca	01012021		al·lèrgia als antihipertensius de rauvòlfia ||| al·lèrgia als antihipertensors de rauvòlfia			al·lèrgia als antihipertensius de rauvòlfia	al·lèrgia als antihipertensors de rauvòlfia
1721	al·lèrgia als antihistamínics H1 ||| al·lèrgia als antagonistes de receptors H₁ ||| al·lèrgia als antagonistes H₁ ||| al·lèrgia als inhibidors de receptors H₁	ca	01012021		al·lèrgia als antihistamínics H1 ||| al·lèrgia als antagonistes de receptors H₁ ||| al·lèrgia als antagonistes H₁ ||| al·lèrgia als inhibidors de receptors H₁			al·lèrgia als antihistamínics H1	al·lèrgia als antagonistes de receptors H₁ ||| al·lèrgia als antagonistes H₁ ||| al·lèrgia als inhibidors de receptors H₁
1722	al·lèrgia als antihistamínics H2 ||| al·lèrgia als antagonistes de receptors H₂ ||| al·lèrgia als antagonistes H₂ ||| al·lèrgia als inhibidors de receptors H₂	ca	01012021		al·lèrgia als antihistamínics H2 ||| al·lèrgia als antagonistes de receptors H₂ ||| al·lèrgia als antagonistes H₂ ||| al·lèrgia als inhibidors de receptors H₂			al·lèrgia als antihistamínics H2	al·lèrgia als antagonistes de receptors H₂ ||| al·lèrgia als antagonistes H₂ ||| al·lèrgia als inhibidors de receptors H₂
1723	al·lèrgia als antihistamínics no sedants	ca	01012021		al·lèrgia als antihistamínics no sedants			al·lèrgia als antihistamínics no sedants	
1724	al·lèrgia als antihistamínics per via tòpica	ca	01012021		al·lèrgia als antihistamínics per via tòpica			al·lèrgia als antihistamínics per via tòpica	
1725	al·lèrgia als antihistamínics sedants	ca	01012021		al·lèrgia als antihistamínics sedants			al·lèrgia als antihistamínics sedants	
1726	al·lèrgia als antiinfecciosos	ca	01012021		al·lèrgia als antiinfecciosos			al·lèrgia als antiinfecciosos	
1727	al·lèrgia als antiinflamatoris no esteroidals ||| al·lèrgia als AINE	ca	01012021		al·lèrgia als antiinflamatoris no esteroidals ||| al·lèrgia als AINE			al·lèrgia als antiinflamatoris no esteroidals	al·lèrgia als AINE
1728	al·lèrgia als antileprosos	ca	01012021		al·lèrgia als antileprosos			al·lèrgia als antileprosos	
1729	al·lèrgia als antimetabòlits ||| al·lèrgia als antagonistes	ca	01012021		al·lèrgia als antimetabòlits ||| al·lèrgia als antagonistes			al·lèrgia als antimetabòlits	al·lèrgia als antagonistes
1730	al·lèrgia als antineoplàstics	ca	01012021		al·lèrgia als antineoplàstics			al·lèrgia als antineoplàstics	
1731	al·lèrgia als antineoplàstics del grup dels triazens	ca	01012021		al·lèrgia als antineoplàstics del grup dels triazens			al·lèrgia als antineoplàstics del grup dels triazens	
1732	al·lèrgia als antipalúdics ||| al·lèrgia als antimalàrics	ca	01012021		al·lèrgia als antipalúdics ||| al·lèrgia als antimalàrics			al·lèrgia als antipalúdics	al·lèrgia als antimalàrics
1733	al·lèrgia als antipalúdics a base de quina ||| al·lèrgia als antimalàrics a base d'escorça d'arbre de la quina ||| al·lèrgia als antimalàrics a base d'escorça de cincona ||| al·lèrgia als antimalàrics a base de quina ||| al·lèrgia als antipalúdics a base d'escorça d'arbre de la quina ||| al·lèrgia als antipalúdics a base d'escorça de cincona	ca	01012021		al·lèrgia als antipalúdics a base de quina ||| al·lèrgia als antimalàrics a base d'escorça d'arbre de la quina ||| al·lèrgia als antimalàrics a base d'escorça de cincona ||| al·lèrgia als antimalàrics a base de quina ||| al·lèrgia als antipalúdics a base d'escorça d'arbre de la quina ||| al·lèrgia als antipalúdics a base d'escorça de cincona			al·lèrgia als antipalúdics a base de quina	al·lèrgia als antimalàrics a base d'escorça d'arbre de la quina ||| al·lèrgia als antimalàrics a base d'escorça de cincona ||| al·lèrgia als antimalàrics a base de quina ||| al·lèrgia als antipalúdics a base d'escorça d'arbre de la quina ||| al·lèrgia als antipalúdics a base d'escorça de cincona
1734	al·lèrgia als antipalúdics aminoquinolínics ||| al·lèrgia als antimalàrics a base d'aminoquinolines ||| al·lèrgia als antimalàrics aminoquinolíncs ||| al·lèrgia als antipalúdics a base d'aminoquinolines	ca	01012021		al·lèrgia als antipalúdics aminoquinolínics ||| al·lèrgia als antimalàrics a base d'aminoquinolines ||| al·lèrgia als antimalàrics aminoquinolíncs ||| al·lèrgia als antipalúdics a base d'aminoquinolines			al·lèrgia als antipalúdics aminoquinolínics	al·lèrgia als antimalàrics a base d'aminoquinolines ||| al·lèrgia als antimalàrics aminoquinolíncs ||| al·lèrgia als antipalúdics a base d'aminoquinolines
1735	al·lèrgia als antipalúdics biguanídics ||| al·lèrgia als antimalàrics a base de biguanida ||| al·lèrgia als antimalàrics biguanídics ||| al·lèrgia als antipalúdics a base de biguanida	ca	01012021		al·lèrgia als antipalúdics biguanídics ||| al·lèrgia als antimalàrics a base de biguanida ||| al·lèrgia als antimalàrics biguanídics ||| al·lèrgia als antipalúdics a base de biguanida			al·lèrgia als antipalúdics biguanídics	al·lèrgia als antimalàrics a base de biguanida ||| al·lèrgia als antimalàrics biguanídics ||| al·lèrgia als antipalúdics a base de biguanida
1736	al·lèrgia als antiprotozoaris	ca	01012021		al·lèrgia als antiprotozoaris			al·lèrgia als antiprotozoaris	
1737	al·lèrgia als antiprotozoaris antimonials ||| al·lèrgia als preparats antimonials	ca	01012021		al·lèrgia als antiprotozoaris antimonials ||| al·lèrgia als preparats antimonials			al·lèrgia als antiprotozoaris antimonials	al·lèrgia als preparats antimonials
1738	al·lèrgia als antiprotozoaris diamidínics ||| al·lèrgia als preparats diamidínics	ca	01012021		al·lèrgia als antiprotozoaris diamidínics ||| al·lèrgia als preparats diamidínics			al·lèrgia als antiprotozoaris diamidínics	al·lèrgia als preparats diamidínics
1739	al·lèrgia als antiprotozoaris dicloroacetamidínics ||| al·lèrgia als preparats dicloroacetamidínics	ca	01012021		al·lèrgia als antiprotozoaris dicloroacetamidínics ||| al·lèrgia als preparats dicloroacetamidínics			al·lèrgia als antiprotozoaris dicloroacetamidínics	al·lèrgia als preparats dicloroacetamidínics
1740	al·lèrgia als antiprotozoaris hidroxiquinolínics ||| al·lèrgia als preparats hidroxiquinolínics	ca	01012021		al·lèrgia als antiprotozoaris hidroxiquinolínics ||| al·lèrgia als preparats hidroxiquinolínics			al·lèrgia als antiprotozoaris hidroxiquinolínics	al·lèrgia als preparats hidroxiquinolínics
1741	al·lèrgia als antipsicòtics ||| al·lèrgia als neurolèptics	ca	01012021		al·lèrgia als antipsicòtics ||| al·lèrgia als neurolèptics			al·lèrgia als antipsicòtics	al·lèrgia als neurolèptics
1742	al·lèrgia als antisèrums	ca	01012021		al·lèrgia als antisèrums			al·lèrgia als antisèrums	
1743	al·lèrgia als antitiroidals	ca	01012021		al·lèrgia als antitiroidals			al·lèrgia als antitiroidals	
1744	al·lèrgia als antitiroidals derivats de la tiourea ||| al·lèrgia als antitiroidals derivats de la tiocarbamida	ca	01012021		al·lèrgia als antitiroidals derivats de la tiourea ||| al·lèrgia als antitiroidals derivats de la tiocarbamida			al·lèrgia als antitiroidals derivats de la tiourea	al·lèrgia als antitiroidals derivats de la tiocarbamida
1745	al·lèrgia als antitiroidals derivats del tiouracil	ca	01012021		al·lèrgia als antitiroidals derivats del tiouracil			al·lèrgia als antitiroidals derivats del tiouracil	
1746	al·lèrgia als antituberculosos	ca	01012021		al·lèrgia als antituberculosos			al·lèrgia als antituberculosos	
1747	al·lèrgia als antituberculosos hidrazídics ||| al·lèrgia als antituberculosos a base d'hidrazides	ca	01012021		al·lèrgia als antituberculosos hidrazídics ||| al·lèrgia als antituberculosos a base d'hidrazides			al·lèrgia als antituberculosos hidrazídics	al·lèrgia als antituberculosos a base d'hidrazides
1748	al·lèrgia als antitussígens ||| al·lèrgia als bèquics	ca	01012021		al·lèrgia als antitussígens ||| al·lèrgia als bèquics			al·lèrgia als antitussígens	al·lèrgia als bèquics
1749	al·lèrgia als antitussígens morfínics	ca	01012021		al·lèrgia als antitussígens morfínics			al·lèrgia als antitussígens morfínics	
1750	al·lèrgia als antivaricosos	ca	01012021		al·lèrgia als antivaricosos			al·lèrgia als antivaricosos	
1751	al·lèrgia als antivírics ||| al·lèrgia als antivirals	ca	01012021		al·lèrgia als antivírics ||| al·lèrgia als antivirals			al·lèrgia als antivírics	al·lèrgia als antivirals
1752	al·lèrgia als antraquinònics	ca	01012021		al·lèrgia als antraquinònics			al·lèrgia als antraquinònics	
1753	al·lèrgia als astringents	ca	01012021		al·lèrgia als astringents			al·lèrgia als astringents	
1754	al·lèrgia als astringents alumínics ||| al·lèrgia als astringents a base d'alumini	ca	01012021		al·lèrgia als astringents alumínics ||| al·lèrgia als astringents a base d'alumini			al·lèrgia als astringents alumínics	al·lèrgia als astringents a base d'alumini
1755	al·lèrgia als azocolorants d'acridina desinfectants ||| al·lèrgia als colorants azo d'acridina desinfectants ||| al·lèrgia als colorants azoics d'acridina desinfectants	ca	01012021		al·lèrgia als azocolorants d'acridina desinfectants ||| al·lèrgia als colorants azo d'acridina desinfectants ||| al·lèrgia als colorants azoics d'acridina desinfectants			al·lèrgia als azocolorants d'acridina desinfectants	al·lèrgia als colorants azo d'acridina desinfectants ||| al·lèrgia als colorants azoics d'acridina desinfectants
1756	al·lèrgia als azocolorants del trifenilmetà desinfectants ||| al·lèrgia als colorants azo del trifenilmetà desinfectants ||| al·lèrgia als colorants azoics del trifenilmetà desinfectants	ca	01012021		al·lèrgia als azocolorants del trifenilmetà desinfectants ||| al·lèrgia als colorants azo del trifenilmetà desinfectants ||| al·lèrgia als colorants azoics del trifenilmetà desinfectants			al·lèrgia als azocolorants del trifenilmetà desinfectants	al·lèrgia als colorants azo del trifenilmetà desinfectants ||| al·lèrgia als colorants azoics del trifenilmetà desinfectants
1757	al·lèrgia als bifosfonats	ca	01012021		al·lèrgia als bifosfonats			al·lèrgia als bifosfonats	
1758	al·lèrgia als biocides	ca	01012021		al·lèrgia als biocides			al·lèrgia als biocides	
1759	al·lèrgia als blocadors de receptors adrenèrgics alfa ||| al·lèrgia als blocadors α ||| al·lèrgia als blocadors alfa ||| al·lèrgia als blocadors d'adrenoreceptors α ||| al·lèrgia als blocadors d'adrenoreceptors alfa ||| al·lèrgia als blocadors de receptors adrenèrgics α	ca	01012021		al·lèrgia als blocadors de receptors adrenèrgics alfa ||| al·lèrgia als blocadors α ||| al·lèrgia als blocadors alfa ||| al·lèrgia als blocadors d'adrenoreceptors α ||| al·lèrgia als blocadors d'adrenoreceptors alfa ||| al·lèrgia als blocadors de receptors adrenèrgics α			al·lèrgia als blocadors de receptors adrenèrgics alfa	al·lèrgia als blocadors α ||| al·lèrgia als blocadors alfa ||| al·lèrgia als blocadors d'adrenoreceptors α ||| al·lèrgia als blocadors d'adrenoreceptors alfa ||| al·lèrgia als blocadors de receptors adrenèrgics α
1760	al·lèrgia als blocadors de receptors adrenèrgics beta ||| al·lèrgia als blocadors d'adrenoreceptors ß ||| al·lèrgia als blocadors d'adrenoreceptors beta ||| al·lèrgia als blocadors de receptors adrenèrgics ß ||| al·lèrgia als blocadors de receptors adrenèrgics betaal·lèrgia als blocadors de receptors adrenèrgics beta	ca	01012021		al·lèrgia als blocadors de receptors adrenèrgics beta ||| al·lèrgia als blocadors d'adrenoreceptors ß ||| al·lèrgia als blocadors d'adrenoreceptors beta ||| al·lèrgia als blocadors de receptors adrenèrgics ß ||| al·lèrgia als blocadors de receptors adrenèrgics betaal·lèrgia als blocadors de receptors adrenèrgics beta			al·lèrgia als blocadors de receptors adrenèrgics beta	al·lèrgia als blocadors d'adrenoreceptors ß ||| al·lèrgia als blocadors d'adrenoreceptors beta ||| al·lèrgia als blocadors de receptors adrenèrgics ß ||| al·lèrgia als blocadors de receptors adrenèrgics betaal·lèrgia als blocadors de receptors adrenèrgics beta
1761	al·lèrgia als blocadors de receptors adrenèrgics beta cardioselectius ||| al·lèrgia als blocadors ß cardioselectius ||| al·lèrgia als blocadors beta cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors ß cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors beta cardioselectius ||| al·lèrgia als blocadors de receptors adrenèrgics ß cardioselectius	ca	01012021		al·lèrgia als blocadors de receptors adrenèrgics beta cardioselectius ||| al·lèrgia als blocadors ß cardioselectius ||| al·lèrgia als blocadors beta cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors ß cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors beta cardioselectius ||| al·lèrgia als blocadors de receptors adrenèrgics ß cardioselectius			al·lèrgia als blocadors de receptors adrenèrgics beta cardioselectius	al·lèrgia als blocadors ß cardioselectius ||| al·lèrgia als blocadors beta cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors ß cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors beta cardioselectius ||| al·lèrgia als blocadors de receptors adrenèrgics ß cardioselectius
1762	al·lèrgia als blocadors de receptors adrenèrgics beta no cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors ß no cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors beta no cardioselectius ||| al·lèrgia als blocadors de receptors adrenèrgics ß no cardioselectius	ca	01012021		al·lèrgia als blocadors de receptors adrenèrgics beta no cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors ß no cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors beta no cardioselectius ||| al·lèrgia als blocadors de receptors adrenèrgics ß no cardioselectius			al·lèrgia als blocadors de receptors adrenèrgics beta no cardioselectius	al·lèrgia als blocadors d'adrenoreceptors ß no cardioselectius ||| al·lèrgia als blocadors d'adrenoreceptors beta no cardioselectius ||| al·lèrgia als blocadors de receptors adrenèrgics ß no cardioselectius
1763	al·lèrgia als blocadors dels canals de calci ||| al·lèrgia als blocadors dels canals de Ca2+	ca	01012021		al·lèrgia als blocadors dels canals de calci ||| al·lèrgia als blocadors dels canals de Ca2+			al·lèrgia als blocadors dels canals de calci	al·lèrgia als blocadors dels canals de Ca2+
1764	al·lèrgia als blocadors ganglionars ||| al·lèrgia als blocadors ganglioplègics	ca	01012021		al·lèrgia als blocadors ganglionars ||| al·lèrgia als blocadors ganglioplègics			al·lèrgia als blocadors ganglionars	al·lèrgia als blocadors ganglioplègics
