SAMLEX_ID	SAMLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
205	psiquiatria	ca	01012021		psiquiatria			psiquiatria		Branca de la medicina que s'ocupa de l'atenció especialitzada a les persones amb un trastorn mental o una addicció, considerades individualment i com a membres d'un grup social, amb el focus en l'etiologia, el diagnòstic, la prevenció i el tractament dels trastorns mentals.	
206	psiquiatria comunitària	ca	01012021		psiquiatria comunitària			psiquiatria comunitària		Model d'organització de l'assistència psiquiàtrica basat en la gestió conjunta dels recursos en salut mental d'una comunitat, amb finalitats de prevenció, tractament i rehabilitació.	NOTA: La psiquiatria comunitària es basa en la desinstitucionalització i té per objectiu la inclusió comunitària.
207	qualitat de vida ||| QV	ca	01012021		qualitat de vida ||| QV			qualitat de vida	QV	Percepció que una persona té de la seva condició de vida i la seva capacitat de funcionar des d'un punt de vista físic, emocional, mental i social, determinada a partir de l'escala de valors, les aspiracions i les expectatives personals en els diferents àmbits de la vida personal, familiar i social.	NOTA: Els àmbits en què s'avalua la qualitat de vida d'acord amb l'Escala GENCAT de qualitat de vida són: benestar emocional, relacions interpersonals, benestar material, desenvolupament personal, benestar físic, autodeterminació, inclusió social i drets.
208	rebuig social	ca	01012021		rebuig social			rebuig social		Negativa de la societat a interactuar o a relacionar-se amb una persona que té una discapacitat o un trastorn mental.	NOTA: 1. El rebuig social sovint és el resultat de l'estigmatització de les persones diferents i sol estar relacionat amb la desinformació, els prejudicis i la por a allò que es desconeix. NOTA: 2. El rebuig social és una de les dificultats que es troben les persones amb un trastorn mental o un trastorn per ús de substàncies en la rehabilitació i la reinserció.
209	recuperació	ca	01012021		recuperació			recuperació		Procés pel qual una persona amb un trastorn mental o un trastorn per ús de substàncies evoluciona d'acord amb les seves capacitats, les seves habilitats i els recursos de l'entorn, adquireix una percepció positiva de si mateixa i aconsegueix dur una vida activa i satisfactòria, amb autonomia, malgrat el trastorn.	NOTA: 1. La recuperació s'entén com un procés d'aprenentatge i empoderament que va més enllà de la millora clínica. Representa un moviment que s'allunya de la malaltia i els símptomes i s'acosta als conceptes de salut, fortalesa i benestar, en què l'esperança va guanyant terreny a mesura que la persona recupera el control sobre la seva vida. Així, l'èxit de la recuperació no rau tan sols en les condicions que reuneix la persona, sinó també en les condicions de l'entorn. NOTA: 2. L'enfocament de l'atenció a la salut mental i a les addiccions basat en el model de recuperació implica que el conjunt d'intervencions professionals s'ha d'inscriure en un procés d'acompanyament a la persona cap a la construcció o la reconstrucció d'un projecte de vida propi (a casa, a la feina, en les relacions, en la participació social) en un marc relacional de decisions compartides.
210	reducció de danys	ca	01012021		reducció de danys			reducció de danys		Conjunt de polítiques, programes i intervencions de salut pública orientats a persones amb trastorns per ús de substàncies i amb poques probabilitats d'aconseguir l'abstinència total, que tenen per objectiu reduir els efectes negatius del consum de drogues en la salut, tant individual com col·lectiva.	NOTA: 1. La reducció de danys pretén reduir la transmissió de malalties infeccioses o evitar les sobredosis, per exemple. NOTA: 2. La reducció de danys es pot dur a terme per mitjà de diversos instruments, com ara projectes educatius de formació d'usuaris en actiu, tractaments amb substitutius opiacis, programes d'intercanvi de xeringues o actuacions en zones obertes de consum de drogues.
211	rehabilitació ||| rehabilitació psicosocial	ca	01012021		rehabilitació ||| rehabilitació psicosocial			rehabilitació	rehabilitació psicosocial	Procés basat en l'aplicació de mètodes i tècniques de caràcter psicològic, social i educatiu mitjançant el qual una persona amb una discapacitat, un trastorn mental o un trastorn per ús de substàncies assoleix un estat de salut mental i un benestar psicològic i social òptims, que li permeten millorar la capacitat funcional.	NOTA: 1. La rehabilitació comprèn intervencions diverses, adreçades tant a la millora funcional (per exemple, a través dels grups d'ajuda mútua o de la teràpia ocupacional) com a l'afavoriment de la integració social (a través d'actuacions en els àmbits familiar, social i laboral) i a la sensibilització de la comunitat i la superació de les barreres socials que obstaculitzen el progrés de la persona. NOTA: 2. Usualment, la rehabilitació es duu a terme en la comunitat, a través dels serveis de rehabilitació comunitària o dels centres de dia de salut mental, encara que en casos molt greus i de risc elevat es pot indicar un període previ d'hospitalització psiquiàtrica intensiva.
212	rehabilitació comunitària	ca	01012021		rehabilitació comunitària			rehabilitació comunitària		Rehabilitació centrada en la recuperació o el manteniment de les habilitats socials i la capacitat funcional de les persones amb un trastorn mental greu o una addicció greu, d'acord amb les seves característiques individuals i familiars i les de la seva xarxa de suport i en consonància amb els canvis necessaris de la comunitat on viuen.	NOTA: La rehabilitació comunitària ha de comptar amb la participació del conjunt de professionals que s'encarreguen del seguiment clínic de la persona atesa, tant en la planificació com en la coordinació de les diferents estratègies adoptades.
213	reinserció	ca	01012021		reinserció			reinserció		Procés d'integració d'una persona en estat d'exclusió social a causa d'un trastorn mental o un trastorn per ús de substàncies a una activitat, una col·lectivitat o la societat.	
214	reinserció laboral	ca	01012021		reinserció laboral			reinserció laboral		Reinserció a una activitat laboral després d'un procés de rehabilitació o en el transcurs de la rehabilitació.	
215	relleu ||| respir	ca	01012021		relleu ||| respir			relleu	respir	Conjunt d'activitats i serveis enfocats a donar suport als cuidadors i a oferir-los temps de descans i desconnexió, amb l'objectiu d'alleugerir-los la càrrega mental, vetllar per la seva salut i evitar que es vegin aïllats de la societat per la seva dedicació plena a la cura d'una persona amb una discapacitat, un trastorn mental o un trastorn per ús de substàncies.	NOTA: La denominació respir es considera, en general, inadequada perquè denota una manca de respecte per a les persones de qui es té cura, que són tractades com una càrrega de la qual cal lliurar-se de tant en tant.
216	resiliència	ca	01012021		resiliència			resiliència		Capacitat d'una persona per a afrontar amb èxit una situació desfavorable o de risc, adaptar-s'hi, recuperar-se i desenvolupar-se positivament davant les circumstàncies adverses	NOTA: La resiliència pot actuar com a factor de protecció.
217	risc social	ca	01012021		risc social			risc social		Situació en què conflueixen factors socials, culturals, econòmics, personals i relacionals que poden dur a l'exclusió social.	
218	ruta assistencial ||| via clínica	ca	01012021		ruta assistencial ||| via clínica			ruta assistencial	via clínica	Pacte entre el conjunt de professionals i les organitzacions dels diferents àmbits assistencials que operen en un mateix territori i atenen una mateixa població amb un problema de salut específic per a aplicar els criteris de bona pràctica, optimitzar els circuits assistencials i planificar les respostes davant d'escenaris previsibles.	NOTA: La ruta assistencial es pot detallar i adaptar a un problema de salut mental o un trastorn per ús de substàncies concret. Per exemple, en el cas dels trastorns depressius existeix una ruta assistencial de la depressió o ruta de la depressió.
219	salut comunitària	ca	01012021		salut comunitària			salut comunitària		Conjunt d'actuacions i recursos destinat a preservar i millorar el benestar físic i la salut mental d'una comunitat geogràfica determinada, a reduir les desigualtats socials i a utilitzar de manera òptima els serveis sanitaris i socials, amb la participació i la implicació de tots els membres de la comunitat i el conjunt de professionals.	NOTA: La salut comunitària és la base del model d'atenció que es considera més apropiat per a l'assistència a les persones amb problemes de salut mental o addiccions.
220	salut mental	ca	01012021		salut mental			salut mental		Estat d'equilibri psíquic en què una persona és capaç d'utilitzar les seves habilitats cognitives i emocionals, viure en societat i satisfer adequadament les demandes de la vida quotidiana.	NOTA: 1. La salut mental no té una única definició, ja que aquesta noció depèn de patrons culturals, de judicis subjectius i d'enfocaments teòrics i professionals diferents. Tanmateix, entre especialistes hi ha consens general a considerar que salut mental i trastorn mental no són conceptes radicalment oposats. NOTA: 2. Per l'Organització Mundial de la Salut (OMS), la salut mental és l'estat de benestar d'una persona, en què és conscient de les seves capacitats, pot afrontar les tensions normals de la vida, pot treballar de forma productiva i fructífera i és capaç de contribuir d'alguna manera en la comunitat. NOTA: 3. La salut mental és un component essencial de la salut de les persones i està condicionada per factors ambientals, biològics, psicològics i socioeconòmics.
221	salut pública	ca	01012021		salut pública			salut pública		Conjunt d'actuacions organitzades de la comunitat per a la protecció, la promoció i la restauració de la salut de les persones i els col·lectius i per a la prevenció de malalties.	NOTA: 1. La salut pública inclou les intervencions destinades a prevenir, curar o controlar les discapacitats, els trastorns mentals, els trastorns per ús de substàncies, les addiccions i les malalties en general, prolongar la vida, fomentar el benestar físic i la salut mental i obtenir un nivell òptim de salut de la població. NOTA: 2. La salut pública es pot afavorir amb la promoció de mesures d'higiene i salubritat, el foment de la higiene mental, la detecció precoç o el foment de l'empoderament i l'autocura, per exemple. NOTA: 3. La salut pública hauria de ser l'eix vertebrador de les estratègies de millora de la salut mental en la població, ja que la freqüència elevada amb què es donen els trastorns mentals, els trastorns per ús de substàncies i les addiccions i l'estreta relació que mantenen amb les condicions i els estils de vida fan que els determinants socials de la salut siguin especialment rellevants i, per tant, les mesures de salut pública siguin un element clau.
222	secret professional	ca	01012021		secret professional			secret professional		Obligació professional de no revelar dades de caràcter personal o de salut de les persones ateses que es coneguin per raó de la pràctica professional, si no és amb el consentiment de la persona afectada i llevat dels casos previstos per la llei.	NOTA: 1. El secret professional és un deure que garanteix el dret de la persona atesa a la confidencialitat. NOTA: 2. El secret professional és una condició indispensable perquè hi hagi confiança en la relació d'ajuda. NOTA: 3. El secret professional es pot aixecar, per exemple, per requeriment legal, per interès públic, per interès de la persona atesa o quan es té el seu consentiment.
223	sensibilització social	ca	01012021		sensibilització social			sensibilització social		Conjunt d'accions pedagògiques i comunicatives encaminades a conscienciar la ciutadania d'un problema, de manera que en percebi la gravetat.	NOTA: La sensibilització social en l'àmbit de la salut mental té per objectiu generar canvis en l'imaginari social sobre la manera de concebre els trastorns mentals, els trastorns per ús de substàncies, les addiccions i les discapacitats i de tractar les persones afectades, fer entendre les causes que hi contribueixen, com ara les desigualtats socials, i fomentar les pràctiques solidàries que permetin avançar cap a la promoció de la salut mental de la població.
224	servei de rehabilitació comunitària ||| SRC	ca	01012021		servei de rehabilitació comunitària ||| SRC			servei de rehabilitació comunitària	SRC	Servei assistencial per a persones amb un trastorn mental greu i persistent i problemes de funcionament social, que té per objectiu oferir una rehabilitació activa que permeti adquirir o recuperar les habilitats de socialització per a la integració social, la inserció laboral i la inclusió comunitària de les persones que hi acudeixen.	NOTA: 1. El servei de rehabilitació comunitària, que neix de la reconversió dels centres de dia de salut mental, vetlla per la continuïtat assistencial a través de la coordinació amb el centre de salut mental de referència. NOTA: 2. El servei de rehabilitació comunitària compta, principalment, amb un equip de professionals de la psicologia clínica, la teràpia ocupacional, l'educació social i el treball social.
225	servei especialitzat en salut mental per a persones amb discapacitat intel·lectual ||| SESM-DI	ca	01012021		servei especialitzat en salut mental per a persones amb discapacitat intel·lectual ||| SESM-DI			servei especialitzat en salut mental per a persones amb discapacitat intel·lectual	SESM-DI	Servei que ofereix atenció especialitzada a persones amb discapacitat intel·lectual i problemes de salut mental d'acord amb un abordatge multidisciplinari i una atenció comunitària, el qual té per objectiu principal el diagnòstic, el tractament i la rehabilitació de les persones que hi acudeixen.	NOTA: El servei especialitzat en salut mental per a persones amb discapacitat intel·lectual també dona suport a les famílies i col·labora amb la comunitat per facilitar la inclusió social i la integració social de les persones amb discapacitat intel·lectual.
226	servei prelaboral	ca	01012021		servei prelaboral			servei prelaboral		Servei especialitzat adreçat a persones en edat laboral amb problemàtica social derivada d'un trastorn mental que procura la capacitació i l'habilitació de la persona perquè iniciï un itinerari d'inserció laboral i pugui aconseguir una integració laboral efectiva.	NOTA: El servei prelaboral compta, principalment, amb un equip de professionals de la psicologia i el treball social, mestres de taller i un servei de monitoratge.
227	serveis socials	ca	01012021		serveis socials			serveis socials		Conjunt d'activitats i serveis orientats a millorar el benestar social de les persones i a protegir les persones i els col·lectius més fràgils a través d'intervencions de caire educatiu i de prestacions socials.	NOTA: 1. Els serveis socials inclouen els serveis socials de base, és a dir, els d'atenció primària, i els serveis socials especialitzats, com ara els serveis d'habitatge, d'inserció laboral, de lleure o de protecció a la infància i l'adolescència, entre altres, normalment destinats a col·lectius concrets. NOTA: 2. Els serveis socials, tant els bàsics com els especialitzats, en col·laboració amb la xarxa sanitària especialitzada, tenen una funció de suport fonamental per a la vinculació social i comunitària de les persones amb trastorns mentals greus i persistents o trastorns per ús de substàncies. Sovint, és a través dels serveis socials que es detecten problemes de salut mental o d'addiccions greus, que es troben a la base de situacions socials extremes. NOTA: 3. Els serveis socials en l'àmbit de l'atenció primària compten, principalment, amb un equip de professionals del treball social i l'educació social, que actuen en àmbits com la família, la infància, la salut, l'educació o l'habitatge.
228	suport entre iguals	ca	01012021		suport entre iguals			suport entre iguals		Suport emocional, social o pràctic que una persona amb un problema de salut mental, o que n'ha viscut un de prop, ofereix a una altra persona que es troba en la mateixa situació, consistent a compartir-hi l'experiència pròpia sobre la base de l'empatia i el respecte i a acompanyar-la en la recuperació.	NOTA: 1. El suport entre iguals busca posar en relleu les fortaleses de les persones i permet ampliar la xarxa de suport. En el cas de les persones amb un trastorn mental o un trastorn per ús de substàncies, també contribueix a millorar l'autoestima i el funcionament social i a disminuir les recaigudes. NOTA: 2. Sovint, el suport entre iguals és a càrrec de pacients experts o pacients expertes.
229	suport intensiu per a l'escolarització inclusiva unitat de suport a l'educació especial ||| SIEI ||| USEE	ca	01012021		suport intensiu per a l'escolarització inclusiva unitat de suport a l'educació especial ||| SIEI ||| USEE			suport intensiu per a l'escolarització inclusiva unitat de suport a l'educació especial	SIEI ||| USEE	Atenció individualitzada que s'ofereix en alguns centres educatius a alumnes amb necessitats educatives especials derivades de limitacions significatives en el funcionament intel·lectual i la conducta adaptativa al llarg de tota la seva escolaritat amb l'objectiu que puguin relacionar-se, aprendre i participar en tots els aspectes de la vida escolar comunitària sense cap distinció respecte a altres alumnes.	NOTA: 1. El suport intensiu per a l'escolarització inclusiva és a càrrec del tutor o la tutora del grup i pot consistir, per exemple, en l'adaptació del currículum i l'organització de la docència a cada cas particular. NOTA: 2. El suport intensiu per a l'escolarització inclusiva es duu a terme en col·laboració amb l'equip d'assessorament i orientació pedagògica i professionals del centre de salut mental infantil i juvenil de referència. NOTA: 3. La denominació suport intensiu per a l'escolarització inclusiva ha substituït unitat de suport a l'educació especial.
230	suport social	ca	01012021		suport social			suport social		Suport que una persona pot rebre de la seva xarxa de suport, basat en la interacció social, emocional i comunicativa amb les persones de l'entorn	NOTA: El suport social pot actuar com a factor de protecció. D'entre tots els factors de protecció, és un dels més importants.
231	tècnic d'inserció laboral | tècnica d'inserció laboral	ca	01012021		tècnic d'inserció laboral | tècnica d'inserció laboral			tècnic d'inserció laboral | tècnica d'inserció laboral		Persona que en el marc del treball protegit vetlla per la incorporació de les persones amb una discapacitat, un trastorn mental o una addicció al mercat de treball i s'ocupa de fer-los un seguiment personalitzat en el procés de recerca i de manteniment de la feina.	
232	tractament ambulatori involuntari ||| tractament ambulatori sense consentiment ||| TAI	ca	01012021		tractament ambulatori involuntari ||| tractament ambulatori sense consentiment ||| TAI			tractament ambulatori involuntari	tractament ambulatori sense consentiment ||| TAI	Mesura restrictiva consistent en un tractament obligatori en el marc de la comunitat, utilitzat com a alternativa a les hospitalitzacions involuntàries reiterades i dirigit a persones amb un trastorn mental greu que compleixen determinats requisits de manca de consciència de malaltia, negativa al tractament i repetició de situacions de risc fora de l'hospitalització.	NOTA: El tractament ambulatori involuntari requereix una autorització judicial.
233	trastorn mental ||| malaltia mental ||| trastorn ||| trastorn psiquiàtric	ca	01012021		trastorn mental ||| malaltia mental ||| trastorn ||| trastorn psiquiàtric			trastorn mental	malaltia mental ||| trastorn ||| trastorn psiquiàtric	Alteració conductual, psíquica o mental deguda a la interacció de factors biològics, psicològics i socials, que provoca canvis funcionals significatius en la vida d'una persona i un grau de patiment, sovint intens, en la persona afectada i el seu entorn.	NOTA: 1. Els trastorns mentals tenen una repercussió que pot arribar a ser significativa o, en els casos més greus, devastadora, en la vida de les persones afectades. Per exemple, en l'àmbit social els trastorns mentals són objecte d'estigma i poden dur les persones afectades a situacions de discriminació i exclusió social. En l'àmbit del treball poden suposar una incapacitat laboral, que pot ser temporal o permanent, i requerir suport en el treball ordinari o bé un treball protegit. En l'àmbit escolar poden requerir la intervenció dels equips d'assessorament i orientació pedagògica i del conjunt de professionals del centre de desenvolupament infantil i d'atenció precoç, així com la utilització de l'aula integral de suport, el reforç del suport intensiu per a l'escolarització inclusiva o l'escolarització en un centre d'educació especial. NOTA: 2. Els trastorns mentals poden comportar conseqüències legals i plantejar conflictes ètics en el tractament de les persones que els pateixen. Legalment, les persones amb un trastorn mental poden ser objecte d'una modificació de la capacitat, que pot ser parcial o total, i requerir una curatela o una tutela, per exemple. Des del punt de vista de l'ètica, les mesures restrictives que s'utilitzen en alguns serveis assistencials són qüestionables i, en qualsevol cas, han d'estar regulades. L'objectiu, en aquest aspecte, és la contenció zero. NOTA: 3. Per als trastorns mentals es disposa de tractaments eficaços, però en la societat encara hi ha la creença que no es poden tractar i que les persones que els pateixen són difícils, poc intel·ligents o incapaces de prendre decisions. NOTA: 4. Alguns dels trastorns mentals principals són les addiccions, els trastorns per ús de substàncies, els trastorns de la personalitat, els trastorns del desenvolupament, la depressió, l'ansietat, l'esquizofrènia, el trastorn bipolar, la demència i la psicosi. NOTA: 5. Els trastorns mentals es poden classificar en trastorns mentals greus i trastorns mentals lleus.
234	trastorn mental greu ||| TMG	ca	01012021		trastorn mental greu ||| TMG			trastorn mental greu	TMG	Trastorn mental que presenta símptomes de gran intensitat que afecten en gran mesura la conducta i el funcionament social d'una persona, li poden generar un cert grau de discapacitat i, en conseqüència, poden repercutir de manera significativa en la seva qualitat de vida.	NOTA: 1. Els trastorns mentals greus es caracteritzen per alteracions de la sensopercepció, com al·lucinacions o idees delirants; per trastorns conductuals, amb agitació o pèrdua de control dels impulsos; per alteracions de l'estat d'ànim, com angoixa, tristesa, impossibilitat de sentir qualsevol tipus de plaer, eufòria, hiperactivitat o insomni, o per alteracions de l'atenció o de la memòria, entre altres. Són trastorns amb una vulnerabilitat congènita i poden aparèixer en qualsevol moment de la vida, sovint de forma espontània i a vegades precipitats per factors externs, com l'efecte de determinades substàncies. NOTA: 2. El trastorn mental greu que es presenta de manera contínua o en episodis recurrents durant dos anys o més, amb uns criteris de gravetat determinats, i que té una evolució crònica, s'acostuma a qualificar de sever. En aquest cas, és habitual l'ús de la denominació trastorn mental sever i la sigla corresponent, TMS. NOTA: 3. Són exemples de trastorn mental greu la depressió major; el trastorn bipolar; el grup de les esquizofrènies i altres patologies psicòtiques; la dependència de l'alcohol o altres substàncies psicoactives; algunes afeccions d'ansietat, com l'agorafòbia o el trastorn obsessivocompulsiu, i els trastorns lligats al desenvolupament, com els de l'espectre autista, i a algunes estructures de la personalitat.
235	trastorn mental lleu	ca	01012021		trastorn mental lleu			trastorn mental lleu		Trastorn mental d'intensitat baixa o moderada o d'evolució curta que altera el benestar psicològic d'una persona i pot repercutir en la seva salut física i, en general, en la seva vida, sense generar-li cap discapacitat de manera permanent.	NOTA: 1. El trastorn mental lleu passatger i de curta durada s'acostuma a qualificar de transitori. En aquest cas, és habitual l'ús de la denominació trastorn mental transitori i la sigla corresponent, TMT. NOTA: 2. Són exemples de trastorn mental lleu l'ansietat, algunes fòbies, la depressió reactiva a situacions vitals recents o el dol patològic.
236	trastorn per ús de substàncies ||| TUS	ca	01012021		trastorn per ús de substàncies ||| TUS			trastorn per ús de substàncies	TUS	Patró de comportament patològic relacionat amb el consum habitual, generalment abusiu, de drogues o fàrmacs, que provoca un deteriorament o un malestar clínicament significatiu i comporta un cert grau d'addicció, problemes socials i problemes de salut mental i física.	NOTA: 1. El trastorn per ús de substàncies provoca canvis en el comportament (com ara canvis en l'estat d'ànim, irritabilitat, hiperactivitat o pèrdua de motivació), canvis físics (com ara tremolors, parla inarticulada, pèrdua o increment de pes, o mida anormal de les pupil·les) i canvis socials (com ara canvis en el cercle d'amistats o d'activitats de lleure, problemes legals o problemes econòmics). NOTA: 2. Els trastorns per ús de substàncies acostumen a estar causats pel consum d'alcohol, cafeïna, nicotina, cànnabis, al·lucinògens, ansiolítics, sedants, inhalants, opiacis, estimulants i dissolvents, entre d'altres substàncies.
237	treball amb suport	ca	01012021		treball amb suport			treball amb suport		Modalitat d'inserció laboral d'una persona amb una discapacitat o un trastorn mental consistent en l'obtenció d'un lloc de treball ordinari i la continuïtat en aquest lloc, caracteritzada per l'acompanyament i la supervisió al llarg de tot el procés de cerca de feina i adaptació al lloc de treball.	NOTA: 1. En el marc del treball amb suport tenen un paper important els tècnics d'inserció laboral i les tècniques d'inserció laboral, que ajuden la persona amb una discapacitat o un trastorn mental a trobar una feina adequada i ajustada a les seves capacitats i els seus interessos, a adaptar-se al lloc de treball i aprendre'n les tasques i les funcions, a relacionar-se bé amb l'entorn, a conservar la feina i a desenvolupar-se professionalment. NOTA: 2. El treball amb suport contribueix a l'autonomia, l'autodeterminació i l'empoderament de les persones amb una discapacitat o un trastorn mental, alhora que els permet ampliar el suport social.
238	treball comunitari	ca	01012021		treball comunitari			treball comunitari		Intervenció social consistent a crear espais i projectes en el si de la comunitat per a atendre els problemes socials de les persones amb un trastorn mental greu o un trastorn per ús de substàncies mitjançant la promoció de la comunicació i de la interacció amb la comunitat i la creació de vincles socials.	NOTA: 1. El treball comunitari forma part del procés de recuperació i té per objectiu la inclusió comunitària i la inclusió social de les persones amb un trastorn mental greu. NOTA: 2. El treball comunitari contribueix a l'empoderament de les persones amb un trastorn mental greu, afavoreix una bona autoestima i ajuda a reduir l'estigmatització i a ampliar la xarxa de suport d'aquestes persones, de manera que en permet millorar la qualitat de vida. NOTA: 3. El treball comunitari és positiu en termes de prevenció i també contribueix a la promoció de la salut mental.
239	treball ordinari	ca	01012021		treball ordinari			treball ordinari		Activitat professional que una persona desenvolupa per compte propi o a compte d'altri en una empresa o una organització.	NOTA: El treball ordinari culmina la inserció laboral plena o la reinserció laboral d'una persona amb una discapacitat, un trastorn mental o un trastorn per ús de substàncies.
240	treball protegit	ca	01012021		treball protegit			treball protegit		Activitat professional que una persona amb una discapacitat o un trastorn mental desenvolupa en un centre especial de treball o mitjançant un enclavament laboral amb l'objectiu d'adquirir les habilitats i l'autonomia necessàries, de vegades com a pas previ per a arribar a dur a terme un treball ordinari, si escau.	
241	treball social	ca	01012021		treball social			treball social		Disciplina especialitzada que té per objecte ajudar una persona o un col·lectiu a satisfer les necessitats bàsiques que no són a l'abast dels seus mitjans i a desenvolupar les capacitats que li permetin aconseguir una qualitat de vida millor, la integració social i una major autonomia personal.	NOTA: El treball social en l'àmbit de la salut mental es pot traduir, per exemple, en intervencions de prevenció primària, amb l'objectiu de disminuir l'aparició i el desenvolupament de trastorns mentals en la comunitat; de prevenció secundària, amb l'objectiu d'evitar la cronicitat dels trastorns mentals, o de prevenció terciària, amb l'objectiu d'aturar o alentir el progrés de la discapacitat derivada dels trastorns mentals.
242	treballador social | treballadora social ||| assistent social	ca	01012021		treballador social | treballadora social ||| assistent social			treballador social | treballadora social	assistent social	Professional amb formació i competències específiques en treball social que presta suport de diferent tipus a persones, famílies o col·lectius comunitaris perquè tinguin unes condicions i una qualitat de vida acceptables i un grau suficient d'autonomia personal i de vinculació social.	NOTA: Els treballadors socials i les treballadores socials en l'àmbit de la salut mental duen a terme tasques d'atenció directa a les persones amb problemes socials derivats d'un trastorn mental; tasques de prevenció, de promoció de la salut i d'inserció social, i tasques de coordinació amb els equips d'atenció a la salut mental i a les addiccions. Per exemple, en la tasca d'atenció, a més de prestar pròpiament l'atenció, detecten factors de risc o necessitats individuals o familiars i planifiquen la intervenció social. En la tasca de prevenció, de promoció de la salut i d'inserció social, fomenten l'acceptació i la integració i promouen el suport entre iguals. Finalment, en la tasca de coordinació, integren el treball social com a part del tractament i col·laboren a garantir la continuïtat assistencial.
243	tutela	ca	01012021		tutela			tutela		Figura jurídica de suport i protecció de la capacitat d'obrar que té per objecte guardar, protegir i representar una persona sotmesa a una modificació de la capacitat, generalment total.	NOTA: 1. La tutela es materialitza amb el nomenament judicial d'un tutor o una tutora o d'una fundació tutelar. En primera instància, es recomana que sigui una persona de la família qui exerceixi la tutela, si bé en alguns casos aquesta opció pot no ser la més indicada, per exemple en persones amb trastorns de conducta associats al seu trastorn mental. NOTA: 2. La tutela implica la substitució de la voluntat de la persona afectada per la del tutor o la tutora en els aspectes de la vida que es determinin en la sentència. Per aquest motiu, com que comporta la negació de la competència i la voluntat de la persona, i d'acord amb la Convenció Internacional sobre els Drets de les Persones amb Discapacitat de l'Organització de les Nacions Unides (Nova York, 2006), actualment es qüestiona aquesta institució i es tendeix a plantejar la necessitat de la persona amb discapacitat de tenir suports específics per a poder decidir sobre la seva vida.
244	tutor | tutora	ca	01012021		tutor | tutora			tutor | tutora		Persona física o jurídica en qui recau l'exercici de la tutela.	NOTA: El tutor o la tutora acostuma a ser una persona de l'àmbit familiar.
245	unitat d'alta dependència psiquiàtrica ||| UADP	ca	01012021		unitat d'alta dependència psiquiàtrica ||| UADP			unitat d'alta dependència psiquiàtrica	UADP	Unitat d'hospitalització de mitjana i llarga estada en què s'ofereix atenció integral a persones amb un trastorn mental greu, amb recidives freqüents, resistència als tractaments habituals i, sovint, conductes de risc, després d'un procés infructuós de rehabilitació comunitària.	NOTA: En alguns centres assistencials, la unitat d'alta dependència psiquiàtrica es denomina servei especialitzat en rehabilitació psiquiàtrica intensiva (SERPI).
246	unitat d'atenció psiquiàtrica especialitzada ||| UAPE	ca	01012021		unitat d'atenció psiquiàtrica especialitzada ||| UAPE			unitat d'atenció psiquiàtrica especialitzada	UAPE	Subunitat de la unitat d'alta dependència psiquiàtrica adreçada a persones en una situació continuada d'actituds conflictives, exclusió social, inadaptació social, modificació de la capacitat o conductes de risc per a si mateixes o per a altres persones.	NOTA: 1. La unitat d'atenció psiquiàtrica especialitzada està orientada, especialment, a donar suport a les persones amb funcions tutelars encarregades del seguiment de persones amb un trastorn mental que presenten dificultats greus per viure en la comunitat. NOTA: 2. En la unitat d'atenció psiquiàtrica especialitzada, l'estada màxima és de dos anys.
247	unitat d'hospitalització d'aguts ||| unitat d'aguts	ca	01012021		unitat d'hospitalització d'aguts ||| unitat d'aguts			unitat d'hospitalització d'aguts	unitat d'aguts	Unitat d'hospitalització de salut mental en què s'ofereix atenció integral a persones amb un trastorn mental en situació de crisi que necessiten tractament psiquiàtric immediat i intensiu durant un període de temps breu per a reduir la crisi.	NOTA: En la unitat d'hospitalització d'aguts, l'estada mitjana acostuma a ser de 21 dies.
248	unitat d'hospitalització de mitjana i llarga estada ||| unitat de mitjana i llarga estada	ca	01012021		unitat d'hospitalització de mitjana i llarga estada ||| unitat de mitjana i llarga estada			unitat d'hospitalització de mitjana i llarga estada	unitat de mitjana i llarga estada	Unitat d'hospitalització de salut mental en què s'ofereix rehabilitació intensiva a persones amb un trastorn mental greu i persistent que necessiten assistència psiquiàtrica continuada durant un període de temps llarg.	NOTA: 1. En les unitats d'hospitalització de mitjana i llarga estada, l'estada acostuma a ser de 3 a 24 mesos, com a màxim. NOTA: 2. Les unitats d'hospitalització de mitjana i llarga estada comprenen les unitats d'alta dependència psiquiàtrica i les unitats d'hospitalització especialitzada per a persones amb discapacitat intel·lectual.
