ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
	al·lèrgia al seitó (Engraulis encrasicolus) ||| al·lèrgia a l'aladroc (Engraulis encrasicolus)|||  al·lèrgia a l'anxova (Engraulis encrasicolus)	ca	01012021					al·lèrgia al seitó (Engraulis encrasicolus) 	al·lèrgia a l'aladroc (Engraulis encrasicolus)|||  al·lèrgia a l'anxova (Engraulis encrasicolus)
	al·lèrgia al seleni per via tòpica	ca	01012021					al·lèrgia al seleni per via tòpica	
	al·lèrgia al semen ||| al·lèrgia a l'esperma ||| al·lèrgia al fluid seminal||| al·lèrgia al líquid seminal	ca	01012021					al·lèrgia al semen 	al·lèrgia a l'esperma ||| al·lèrgia al fluid seminal||| al·lèrgia al líquid seminal
	al·lèrgia al senet (Senna)	ca	01012021					al·lèrgia al senet (Senna)	
	al·lèrgia al sèrum	ca	01012021					al·lèrgia al sèrum	
	al·lèrgia al sèrum de colom	ca	01012021					al·lèrgia al sèrum de colom	
	al·lèrgia al sèsam||| al·lèrgia a la llavor de l'alegria (Sesamum indicum)||| al·lèrgia a la llavor del sèsam (Sesamum indicum)	ca	01012021					al·lèrgia al sèsam	al·lèrgia a la llavor de l'alegria (Sesamum indicum)||| al·lèrgia a la llavor del sèsam (Sesamum indicum)
	al·lèrgia al sevoflurà	ca	01012021					al·lèrgia al sevoflurà	
	al·lèrgia al sofre	ca	01012021					al·lèrgia al sofre	
	al·lèrgia al sorell (Trachurus trachurus)	ca	01012021					al·lèrgia al sorell (Trachurus trachurus)	
	al·lèrgia al sotalol	ca	01012021					al·lèrgia al sotalol	
	al·lèrgia al succinat ferrós	ca	01012021					al·lèrgia al succinat ferrós	
	al·lèrgia al sucralfat	ca	01012021					al·lèrgia al sucralfat	
	al·lèrgia al sufentanil	ca	01012021					al·lèrgia al sufentanil	
	al·lèrgia al sulconazole	ca	01012021					al·lèrgia al sulconazole	
	al·lèrgia al sulfafurazole	ca	01012021					al·lèrgia al sulfafurazole	
	al·lèrgia al sulfalè	ca	01012021					al·lèrgia al sulfalè	
	al·lèrgia al sulfaloxat de calci ||| al·lèrgia al sulfaloxat càlcic	ca	01012021					al·lèrgia al sulfaloxat de calci 	al·lèrgia al sulfaloxat càlcic
	al·lèrgia al sulfametoxazole	ca	01012021					al·lèrgia al sulfametoxazole	
	al·lèrgia al sulfametoxazole-trimetoprim ||| al·lèrgia al cotrimoxazole	ca	01012021					al·lèrgia al sulfametoxazole-trimetoprim 	al·lèrgia al cotrimoxazole
	al·lèrgia al sulfat d'estreptomicina	ca	01012021					al·lèrgia al sulfat d'estreptomicina	
	al·lèrgia al sulfat de bametan	ca	01012021					al·lèrgia al sulfat de bametan	
	al·lèrgia al sulfat de magnesi	ca	01012021					al·lèrgia al sulfat de magnesi	
	al·lèrgia al sulfat de neomicina	ca	01012021					al·lèrgia al sulfat de neomicina	
	al·lèrgia al sulfat ferrós	ca	01012021					al·lèrgia al sulfat ferrós	
	al·lèrgia al sulfat ferrós de glicina	ca	01012021					al·lèrgia al sulfat ferrós de glicina	
	al·lèrgia al sulfiram ||| al·lèrgia al monosulfiram	ca	01012021					al·lèrgia al sulfiram 	al·lèrgia al monosulfiram
	al·lèrgia al sulfonat càlcic de poliestirè	ca	01012021					al·lèrgia al sulfonat càlcic de poliestirè	
	al·lèrgia al sulfonat sòdic de poliestirè	ca	01012021					al·lèrgia al sulfonat sòdic de poliestirè	
	al·lèrgia al sulfòxid de dimetil ||| al·lèrgia al dimetilsulfòxid ||| al·lèrgia al DMSO	ca	01012021					al·lèrgia al sulfòxid de dimetil 	al·lèrgia al dimetilsulfòxid ||| al·lèrgia al DMSO
	al·lèrgia al sulindac	ca	01012021					al·lèrgia al sulindac	
	al·lèrgia al suxametoni ||| al·lèrgia a la succinilcolina	ca	01012021					al·lèrgia al suxametoni 	al·lèrgia a la succinilcolina
	al·lèrgia al tamoxifèn	ca	01012021					al·lèrgia al tamoxifèn	
	al·lèrgia al tartrat d'oxedrina	ca	01012021					al·lèrgia al tartrat d'oxedrina	
	al·lèrgia al te (Camellia sinensis)	ca	01012021					al·lèrgia al te (Camellia sinensis)	
	al·lèrgia al temazepam	ca	01012021					al·lèrgia al temazepam	
	al·lèrgia al tenoxicam	ca	01012021					al·lèrgia al tenoxicam	
	al·lèrgia al teofil·linat de colina	ca	01012021					al·lèrgia al teofil·linat de colina	
	al·lèrgia al tetradecilsulfat de sodi	ca	01012021					al·lèrgia al tetradecilsulfat de sodi	
	al·lèrgia al tetranitrat de pentaeritritil	ca	01012021					al·lèrgia al tetranitrat de pentaeritritil	
	al·lèrgia al tiabendazole	ca	01012021					al·lèrgia al tiabendazole	
	al·lèrgia al til·ler de fulla petita (Tilia cordata)	ca	01012021					al·lèrgia al til·ler de fulla petita (Tilia cordata)	
	al·lèrgia al tiloxapol	ca	01012021					al·lèrgia al tiloxapol	
	al·lèrgia al timol ||| al·lèrgia a l'àcid tímic	ca	01012021					al·lèrgia al timol 	al·lèrgia a l'àcid tímic
	al·lèrgia al timolol	ca	01012021					al·lèrgia al timolol	
	al·lèrgia al tinidazole	ca	01012021					al·lèrgia al tinidazole	
	al·lèrgia al tioconazole	ca	01012021					al·lèrgia al tioconazole	
	al·lèrgia al tiopental ||| al·lèrgia al pentotal	ca	01012021					al·lèrgia al tiopental 	al·lèrgia al pentotal
	al·lèrgia al tioxantè	ca	01012021					al·lèrgia al tioxantè	
	al·lèrgia al tolnaftat	ca	01012021					al·lèrgia al tolnaftat	
	al·lèrgia al tomàquet ||| al·lèrgia a la tomaca ||| al·lèrgia a la tomata||| al·lèrgia a la tomàtiga||| al·lèrgia al fruit de la tomaquera (Solanum lycopersicum)||| al·lèrgia al tomàtec||| al·lèrgia al tomàtic	ca	01012021					al·lèrgia al tomàquet 	al·lèrgia a la tomaca ||| al·lèrgia a la tomata||| al·lèrgia a la tomàtiga||| al·lèrgia al fruit de la tomaquera (Solanum lycopersicum)||| al·lèrgia al tomàtec||| al·lèrgia al tomàtic
	al·lèrgia al tragacant (Astragalus gummifer)	ca	01012021					al·lèrgia al tragacant (Astragalus gummifer)	
	al·lèrgia al treosulfan	ca	01012021					al·lèrgia al treosulfan	
	al·lèrgia al triamterè	ca	01012021					al·lèrgia al triamterè	
	al·lèrgia al triamterè i als diürètics de nansa ||| al·lèrgia al triamterè i als diürètics de sostre alt	ca	01012021					al·lèrgia al triamterè i als diürètics de nansa 	al·lèrgia al triamterè i als diürètics de sostre alt
	al·lèrgia al triamterè i als diürètics tiazídics	ca	01012021					al·lèrgia al triamterè i als diürètics tiazídics	
	al·lèrgia al triazolam	ca	01012021					al·lèrgia al triazolam	
	al·lèrgia al triclofós sòdic ||| al·lèrgia al triclofós de sodi	ca	01012021					al·lèrgia al triclofós sòdic 	al·lèrgia al triclofós de sodi
	al·lèrgia al tricloroetilè	ca	01012021					al·lèrgia al tricloroetilè	
	al·lèrgia al triclosan	ca	01012021					al·lèrgia al triclosan	
	al·lèrgia al trifluperidol	ca	01012021					al·lèrgia al trifluperidol	
	al·lèrgia al trihexifenidil ||| al·lèrgia al benzhexol	ca	01012021					al·lèrgia al trihexifenidil 	al·lèrgia al benzhexol
	al·lèrgia al trilostà	ca	01012021					al·lèrgia al trilostà	
	al·lèrgia al trimetafan	ca	01012021					al·lèrgia al trimetafan	
	al·lèrgia al trimetoprim	ca	01012021					al·lèrgia al trimetoprim	
	al·lèrgia al triptòfan	ca	01012021					al·lèrgia al triptòfan	
	al·lèrgia al trisilicat de magnesi	ca	01012021					al·lèrgia al trisilicat de magnesi	
	al·lèrgia al tulobuterol	ca	01012021					al·lèrgia al tulobuterol	
	al·lèrgia al valaciclovir	ca	01012021					al·lèrgia al valaciclovir	
	al·lèrgia al valproat sòdic ||| al·lèrgia al valproat de sodi	ca	01012021					al·lèrgia al valproat sòdic 	al·lèrgia al valproat de sodi
	al·lèrgia al vecuroni	ca	01012021					al·lèrgia al vecuroni	
	al·lèrgia al verapamil	ca	01012021					al·lèrgia al verapamil	
	al·lèrgia al verat (Scomber scombrus)||| al·lèrgia a la cavalla (Scomber scombrus)	ca	01012021					al·lèrgia al verat (Scomber scombrus)	al·lèrgia a la cavalla (Scomber scombrus)
	al·lèrgia al verd brillant	ca	01012021					al·lèrgia al verd brillant	
	al·lèrgia al verí d'abella	ca	01012021					al·lèrgia al verí d'abella	
	al·lèrgia al verí d'aranya	ca	01012021					al·lèrgia al verí d'aranya	
	al·lèrgia al verí d'escorpí	ca	01012021					al·lèrgia al verí d'escorpí	
	al·lèrgia al verí de borinot	ca	01012021					al·lèrgia al verí de borinot	
	al·lèrgia al verí de les vespes del gènere Dolichovespula	ca	01012021					al·lèrgia al verí de les vespes del gènere Dolichovespula	
	al·lèrgia al verí de vespa	ca	01012021					al·lèrgia al verí de vespa	
	al·lèrgia al vern pilós (Alnus incana)	ca	01012021					al·lèrgia al vern pilós (Alnus incana)	
	al·lèrgia al violeta cristall ||| al·lèrgia al violeta de genciana	ca	01012021					al·lèrgia al violeta cristall 	al·lèrgia al violeta de genciana
	al·lèrgia al xamoterol	ca	01012021					al·lèrgia al xamoterol	
	al·lèrgia al xampinyó (Agaricus bisporus) ||| al·lèrgia al camperol cultivat (Agaricus bisporus)	ca	01012021					al·lèrgia al xampinyó (Agaricus bisporus) 	al·lèrgia al camperol cultivat (Agaricus bisporus)
	al·lèrgia al xerigot d'ovella ||| al·lèrgia al sèrum d'ovella	ca	01012021					al·lèrgia al xerigot d'ovella 	al·lèrgia al sèrum d'ovella
	al·lèrgia al xiprer (Cupressus sempervirens) ||| al·lèrgia a la xiprera (Cupressus sempervirens) ||| al·lèrgia al xifrer (Cupressus sempervirens) ||| al·lèrgia al xiprer comú (Cupressus sempervirens)	ca	01012021					al·lèrgia al xiprer (Cupressus sempervirens) 	al·lèrgia a la xiprera (Cupressus sempervirens) ||| al·lèrgia al xifrer (Cupressus sempervirens) ||| al·lèrgia al xiprer comú (Cupressus sempervirens)
	al·lèrgia al xiprer blau (Cupressus arizonica)	ca	01012021					al·lèrgia al xiprer blau (Cupressus arizonica)	
	al·lèrgia al zinc	ca	01012021					al·lèrgia al zinc	
	al·lèrgia al zuclopentixol	ca	01012021					al·lèrgia al zuclopentixol	
	al·lèrgia alimentària	ca	01012021					al·lèrgia alimentària	
	al·lèrgia alimentària gastrointestinal||| al·lèrgia alimentària amb símptomes digestius	ca	01012021					al·lèrgia alimentària gastrointestinal	al·lèrgia alimentària amb símptomes digestius
	al·lèrgia als àcars de la pols domèstica (Dermatophagoides farinae) ||| al·lèrgia als àcars de la pols de la llar (Dermatophagoides farinae)	ca	01012021					al·lèrgia als àcars de la pols domèstica (Dermatophagoides farinae) 	al·lèrgia als àcars de la pols de la llar (Dermatophagoides farinae)
	al·lèrgia als àcars de la pols domèstica (Dermatophagoides microceras)||| al·lèrgia als àcars de la pols de la llar (Dermatophagoides microceras)	ca	01012021					al·lèrgia als àcars de la pols domèstica (Dermatophagoides microceras)	al·lèrgia als àcars de la pols de la llar (Dermatophagoides microceras)
	al·lèrgia als àcars de la pols domèstica (Dermatophagoides pteronyssinus)||| al·lèrgia als àcars de la pols de la llar (Dermatophagoides pteronyssinus)	ca	01012021					al·lèrgia als àcars de la pols domèstica (Dermatophagoides pteronyssinus)	al·lèrgia als àcars de la pols de la llar (Dermatophagoides pteronyssinus)
	al·lèrgia als àcars de la pols domèstica (Dermatophagoides) ||| al·lèrgia als àcars de la pols domèstica (Dermatophagoides)||| al·lèrgia als àcars de la pols de la llar (Dermatophagoides)al·lèrgia als àcars de la pols de la llar (Dermatophagoides)	ca	01012021					al·lèrgia als àcars de la pols domèstica (Dermatophagoides) 	al·lèrgia als àcars de la pols domèstica (Dermatophagoides)||| al·lèrgia als àcars de la pols de la llar (Dermatophagoides)al·lèrgia als àcars de la pols de la llar (Dermatophagoides)
	al·lèrgia als àcars de la pols domèstica (Euroglyphus maynei) ||| al·lèrgia als àcars de la pols de la llar (Euroglyphus maynei)	ca	01012021					al·lèrgia als àcars de la pols domèstica (Euroglyphus maynei) 	al·lèrgia als àcars de la pols de la llar (Euroglyphus maynei)
	al·lèrgia als additius alimentaris	ca	01012021					al·lèrgia als additius alimentaris	
	al·lèrgia als additius dels banys emol·lients	ca	01012021					al·lèrgia als additius dels banys emol·lients	
	al·lèrgia als adhesius ||| al·lèrgia a la cola	ca	01012021					al·lèrgia als adhesius 	al·lèrgia a la cola
	al·lèrgia als agents abrasius per via tòpica	ca	01012021					al·lèrgia als agents abrasius per via tòpica	
	al·lèrgia als agents antimicobacterians	ca	01012021					al·lèrgia als agents antimicobacterians	
	al·lèrgia als agents diagnòstics	ca	01012021					al·lèrgia als agents diagnòstics	
	al·lèrgia als agents hematològics	ca	01012021					al·lèrgia als agents hematològics	
	al·lèrgia als agents i als antídots quelants	ca	01012021					al·lèrgia als agents i als antídots quelants	
	al·lèrgia als agents per a eliminar escares	ca	01012021					al·lèrgia als agents per a eliminar escares	
	al·lèrgia als agents quelants ||| al·lèrgia als quelants	ca	01012021					al·lèrgia als agents quelants 	al·lèrgia als quelants
	al·lèrgia als agents reguladors del metabolisme del calci	ca	01012021					al·lèrgia als agents reguladors del metabolisme del calci	
	al·lèrgia als agents tensioactius aniònics ||| al·lèrgia als surfactants aniònics||| al·lèrgia als tensioactius aniònics	ca	01012021					al·lèrgia als agents tensioactius aniònics 	al·lèrgia als surfactants aniònics||| al·lèrgia als tensioactius aniònics
	al·lèrgia als agents tensioactius catiònics ||| al·lèrgia als surfactants catiònics ||| al·lèrgia als tensioactius catiònics	ca	01012021					al·lèrgia als agents tensioactius catiònics 	al·lèrgia als surfactants catiònics ||| al·lèrgia als tensioactius catiònics
	al·lèrgia als agents tensioactius de l'amoni quaternari||| al·lèrgia als surfactants de l'amoni quaternari	ca	01012021					al·lèrgia als agents tensioactius de l'amoni quaternari	al·lèrgia als surfactants de l'amoni quaternari
	al·lèrgia als agents tensioactius del piridini quaternari ||| al·lèrgia als surfactants del piridini quaternari	ca	01012021					al·lèrgia als agents tensioactius del piridini quaternari 	al·lèrgia als surfactants del piridini quaternari
	al·lèrgia als agents tensioactius del quinolini quaternari ||| al·lèrgia als surfactants del quinolini quaternari	ca	01012021					al·lèrgia als agents tensioactius del quinolini quaternari 	al·lèrgia als surfactants del quinolini quaternari
	al·lèrgia als agents tensioactius no iònics ||| al·lèrgia als surfactants no iònics ||| al·lèrgia als tensioactius no iònics	ca	01012021					al·lèrgia als agents tensioactius no iònics 	al·lèrgia als surfactants no iònics ||| al·lèrgia als tensioactius no iònics
	al·lèrgia als agents tensioactius pulmonars ||| al·lèrgia als surfactants pulmonars ||| al·lèrgia als tensioactius pulmonars	ca	01012021					al·lèrgia als agents tensioactius pulmonars 	al·lèrgia als surfactants pulmonars ||| al·lèrgia als tensioactius pulmonars
	al·lèrgia als agents tòpics	ca	01012021					al·lèrgia als agents tòpics	
	al·lèrgia als agonistes de receptors adrenèrgics alfa ||| al·lèrgia als agonistes d'adrenoreceptors ?||| al·lèrgia als agonistes d'adrenoreceptors alfa ||| al·lèrgia als agonistes de receptors adrenèrgics ?	ca	01012021					al·lèrgia als agonistes de receptors adrenèrgics alfa 	al·lèrgia als agonistes d'adrenoreceptors ?||| al·lèrgia als agonistes d'adrenoreceptors alfa ||| al·lèrgia als agonistes de receptors adrenèrgics ?
	al·lèrgia als agonistes de receptors adrenèrgics alfa centrals ||| al·lèrgia als agonistes d'adrenoreceptors ? Centrals||| al·lèrgia als agonistes d'adrenoreceptors alfa centrals||| al·lèrgia als agonistes de receptors adrenèrgics ? Centrals	ca	01012021					al·lèrgia als agonistes de receptors adrenèrgics alfa centrals 	al·lèrgia als agonistes d'adrenoreceptors ? Centrals||| al·lèrgia als agonistes d'adrenoreceptors alfa centrals||| al·lèrgia als agonistes de receptors adrenèrgics ? Centrals
	al·lèrgia als agonistes de receptors adrenèrgics beta ||| al·lèrgia als agonistes d'adrenoreceptors ß||| al·lèrgia als agonistes d'adrenoreceptors beta||| al·lèrgia als agonistes de receptors adrenèrgics ß	ca	01012021					al·lèrgia als agonistes de receptors adrenèrgics beta 	al·lèrgia als agonistes d'adrenoreceptors ß||| al·lèrgia als agonistes d'adrenoreceptors beta||| al·lèrgia als agonistes de receptors adrenèrgics ß
	al·lèrgia als alcaloides de l'opi	ca	01012021					al·lèrgia als alcaloides de l'opi	
	al·lèrgia als alcaloides de la belladona (Atropa belladonna)||| al·lèrgia als alcaloides del tabac bord (Atropa belladonna)	ca	01012021					al·lèrgia als alcaloides de la belladona (Atropa belladonna)	al·lèrgia als alcaloides del tabac bord (Atropa belladonna)
	al·lèrgia als alcaloides de la vinca (Vinca) ||| al·lèrgia als alcaloides de l'herba donzella (Vinca)||| al·lèrgia als alcaloides de la donzella (Vinca) ||| al·lèrgia als alcaloides de la pervinca (Vinca)||| al·lèrgia als alcaloides de la pruenga (Vinca)||| al·lèrgia als alcaloides de la vincapervinca (Vinca)	ca	01012021					al·lèrgia als alcaloides de la vinca (Vinca) 	al·lèrgia als alcaloides de l'herba donzella (Vinca)||| al·lèrgia als alcaloides de la donzella (Vinca) ||| al·lèrgia als alcaloides de la pervinca (Vinca)||| al·lèrgia als alcaloides de la pruenga (Vinca)||| al·lèrgia als alcaloides de la vincapervinca (Vinca)
	al·lèrgia als alcaloides del còlquic (Colchicum autumnale)	ca	01012021					al·lèrgia als alcaloides del còlquic (Colchicum autumnale)	
	al·lèrgia als alcaloides del sègol banyut ||| al·lèrgia als alcaloides del cornet ||| al·lèrgia als alcaloides del sègol cornut ||| al·lèrgia als alcaloides ergòtics	ca	01012021					al·lèrgia als alcaloides del sègol banyut 	al·lèrgia als alcaloides del cornet ||| al·lèrgia als alcaloides del sègol cornut ||| al·lèrgia als alcaloides ergòtics
	al·lèrgia als alcohols de llana	ca	01012021					al·lèrgia als alcohols de llana	
	al·lèrgia als aminoàcids de l'alimentació parenteral	ca	01012021					al·lèrgia als aminoàcids de l'alimentació parenteral	
	al·lèrgia als aminoglicòsids ||| al·lèrgia als aminoglucòsids	ca	01012021					al·lèrgia als aminoglicòsids 	al·lèrgia als aminoglucòsids
	al·lèrgia als anabolitzants	ca	01012021					al·lèrgia als anabolitzants	
	al·lèrgia als anàlegs de metadona	ca	01012021					al·lèrgia als anàlegs de metadona	
	al·lèrgia als anàlegs de petidina ||| al·lèrgia als anàlegs de meperidina	ca	01012021					al·lèrgia als anàlegs de petidina 	al·lèrgia als anàlegs de meperidina
	al·lèrgia als analgèsics	ca	01012021					al·lèrgia als analgèsics	
	al·lèrgia als analgèsics no opioides	ca	01012021					al·lèrgia als analgèsics no opioides	
	al·lèrgia als analgèsics opioides	ca	01012021					al·lèrgia als analgèsics opioides	
	al·lèrgia als andrògens	ca	01012021					al·lèrgia als andrògens	
	al·lèrgia als anestèsics	ca	01012021					al·lèrgia als anestèsics	
	al·lèrgia als anestèsics generals	ca	01012021					al·lèrgia als anestèsics generals	
	al·lèrgia als anestèsics intravenosos	ca	01012021					al·lèrgia als anestèsics intravenosos	
	al·lèrgia als anestèsics locals	ca	01012021					al·lèrgia als anestèsics locals	
	al·lèrgia als anestèsics per via inhalatòria	ca	01012021					al·lèrgia als anestèsics per via inhalatòria	
	al·lèrgia als animals	ca	01012021					al·lèrgia als animals	
	al·lèrgia als animals de laboratori	ca	01012021					al·lèrgia als animals de laboratori	
	al·lèrgia als anorexígens d'acció central	ca	01012021					al·lèrgia als anorexígens d'acció central	
	al·lèrgia als antagonistes d'estrògens	ca	01012021					al·lèrgia als antagonistes d'estrògens	
	al·lèrgia als antagonistes de receptors muscarínics ||| al·lèrgia als antagonistes muscarínics	ca	01012021					al·lèrgia als antagonistes de receptors muscarínics 	al·lèrgia als antagonistes muscarínics
	al·lèrgia als antagonistes dels receptors benzodiazepínics ||| al·lèrgia als antagonistes benzodiazepínics||| al·lèrgia als antagonistes de les benzodiazepines	ca	01012021					al·lèrgia als antagonistes dels receptors benzodiazepínics 	al·lèrgia als antagonistes benzodiazepínics||| al·lèrgia als antagonistes de les benzodiazepines
	al·lèrgia als antagonistes opioides	ca	01012021					al·lèrgia als antagonistes opioides	
	al·lèrgia als antiàcids||| al·lèrgia als inhibidors de l'acidesa gàstrica	ca	01012021					al·lèrgia als antiàcids	al·lèrgia als inhibidors de l'acidesa gàstrica
	al·lèrgia als antiadrenèrgics ||| al·lèrgia als blocadors adrenèrgics	ca	01012021					al·lèrgia als antiadrenèrgics 	al·lèrgia als blocadors adrenèrgics
	al·lèrgia als antial·lèrgics	ca	01012021					al·lèrgia als antial·lèrgics	
	al·lèrgia als antiandrògens	ca	01012021					al·lèrgia als antiandrògens	
	al·lèrgia als antiarrítmics	ca	01012021					al·lèrgia als antiarrítmics	
	al·lèrgia als antiarrítmics de la classe I	ca	01012021					al·lèrgia als antiarrítmics de la classe I	
	al·lèrgia als antiarrítmics de la classe III	ca	01012021					al·lèrgia als antiarrítmics de la classe III	
	al·lèrgia als antiarrítmics de la classe IV	ca	01012021					al·lèrgia als antiarrítmics de la classe IV	
	al·lèrgia als antibacterians	ca	01012021					al·lèrgia als antibacterians	
	al·lèrgia als antibiòtics antituberculosos	ca	01012021					al·lèrgia als antibiòtics antituberculosos	
	al·lèrgia als antibiòtics carbapenèmics ||| al·lèrgia als carbapenems	ca	01012021					al·lèrgia als antibiòtics carbapenèmics 	al·lèrgia als carbapenems
	al·lèrgia als antibiòtics citotòxics	ca	01012021					al·lèrgia als antibiòtics citotòxics	
	al·lèrgia als antibiòtics monobactàmics ||| al·lèrgia als monobactams	ca	01012021					al·lèrgia als antibiòtics monobactàmics 	al·lèrgia als monobactams
	al·lèrgia als antibiòtics sulfonamídics	ca	01012021					al·lèrgia als antibiòtics sulfonamídics	
	xº	ca	01012021					xº	
	al·lèrgia als anticoagulants cumarínics	ca	01012021					al·lèrgia als anticoagulants cumarínics	
	al·lèrgia als anticoagulants d'acció directa	ca	01012021					al·lèrgia als anticoagulants d'acció directa	
	al·lèrgia als anticoagulants d'acció indirecta	ca	01012021					al·lèrgia als anticoagulants d'acció indirecta	
	al·lèrgia als anticoagulants derivats de la indanediona	ca	01012021					al·lèrgia als anticoagulants derivats de la indanediona	
	al·lèrgia als anticolinèrgics ||| al·lèrgia als parasimpaticolítics	ca	01012021					al·lèrgia als anticolinèrgics 	al·lèrgia als parasimpaticolítics
	al·lèrgia als anticonceptius orals combinats ||| al·lèrgia als contraceptius orals combinats	ca	01012021					al·lèrgia als anticonceptius orals combinats 	al·lèrgia als contraceptius orals combinats
	al·lèrgia als anticossos antidigoxina ||| al·lèrgia als anticossos antidigoxínics ||| al·lèrgia als anticossos contra la digoxina	ca	01012021					al·lèrgia als anticossos antidigoxina 	al·lèrgia als anticossos antidigoxínics ||| al·lèrgia als anticossos contra la digoxina
	al·lèrgia als antidepressius	ca	01012021					al·lèrgia als antidepressius	
	al·lèrgia als antidepressius tetracíclics	ca	01012021					al·lèrgia als antidepressius tetracíclics	
	al·lèrgia als antidepressius tricíclics	ca	01012021					al·lèrgia als antidepressius tricíclics	
	al·lèrgia als antidiarreics	ca	01012021					al·lèrgia als antidiarreics	
	al·lèrgia als antídots ||| al·lèrgia als contraverins ||| al·lèrgia als toxicides	ca	01012021					al·lèrgia als antídots 	al·lèrgia als contraverins ||| al·lèrgia als toxicides
	al·lèrgia als antídots contra pesticides ||| al·lèrgia als antídots contra plaguicides	ca	01012021					al·lèrgia als antídots contra pesticides 	al·lèrgia als antídots contra plaguicides
	al·lèrgia als antiemètics ||| al·lèrgia als antivomitius	ca	01012021					al·lèrgia als antiemètics 	al·lèrgia als antivomitius
	al·lèrgia als antiepilèptics ||| al·lèrgia als anticomicials	ca	01012021					al·lèrgia als antiepilèptics 	al·lèrgia als anticomicials
	al·lèrgia als antiepilèptics barbitúrics ||| al·lèrgia als anticomicials barbitúrics	ca	01012021					al·lèrgia als antiepilèptics barbitúrics 	al·lèrgia als anticomicials barbitúrics
	al·lèrgia als antiespasmòdics ||| al·lèrgia als espasmolítics	ca	01012021					al·lèrgia als antiespasmòdics 	al·lèrgia als espasmolítics
	al·lèrgia als antifúngics ||| al·lèrgia als antimicòtics ||| al·lèrgia als fungicides	ca	01012021					al·lèrgia als antifúngics 	al·lèrgia als antimicòtics ||| al·lèrgia als fungicides
	al·lèrgia als antifúngics azòlics ||| al·lèrgia als antimicòtics azòlics ||| al·lèrgia als fungicides azòlics	ca	01012021					al·lèrgia als antifúngics azòlics 	al·lèrgia als antimicòtics azòlics ||| al·lèrgia als fungicides azòlics
	al·lèrgia als antifúngics triazòlics ||| al·lèrgia als antimicòtics triazòlics ||| al·lèrgia als fungicides triazòlics	ca	01012021					al·lèrgia als antifúngics triazòlics 	al·lèrgia als antimicòtics triazòlics ||| al·lèrgia als fungicides triazòlics
	al·lèrgia als antihelmíntics	ca	01012021					al·lèrgia als antihelmíntics	
	al·lèrgia als antihelmíntics derivats del benzimidazole	ca	01012021					al·lèrgia als antihelmíntics derivats del benzimidazole	
	al·lèrgia als antihipertensius ||| al·lèrgia als antihipertensors	ca	01012021					al·lèrgia als antihipertensius 	al·lèrgia als antihipertensors
	al·lèrgia als antihipertensius de rauvòlfia ||| al·lèrgia als antihipertensors de rauvòlfia	ca	01012021					al·lèrgia als antihipertensius de rauvòlfia 	al·lèrgia als antihipertensors de rauvòlfia
	al·lèrgia als antihistamínics H1||| al·lèrgia als antagonistes de receptors H?||| al·lèrgia als antagonistes H?||| al·lèrgia als inhibidors de receptors H?	ca	01012021					al·lèrgia als antihistamínics H1	al·lèrgia als antagonistes de receptors H?||| al·lèrgia als antagonistes H?||| al·lèrgia als inhibidors de receptors H?
	al·lèrgia als antihistamínics H2||| al·lèrgia als antagonistes de receptors H?||| al·lèrgia als antagonistes H?||| al·lèrgia als inhibidors de receptors H?	ca	01012021					al·lèrgia als antihistamínics H2	al·lèrgia als antagonistes de receptors H?||| al·lèrgia als antagonistes H?||| al·lèrgia als inhibidors de receptors H?
	al·lèrgia als antihistamínics no sedants	ca	01012021					al·lèrgia als antihistamínics no sedants	
	al·lèrgia als antihistamínics per via tòpica	ca	01012021					al·lèrgia als antihistamínics per via tòpica	
	al·lèrgia als antihistamínics sedants	ca	01012021					al·lèrgia als antihistamínics sedants	
	al·lèrgia als antiinfecciosos	ca	01012021					al·lèrgia als antiinfecciosos	
	al·lèrgia als antiinflamatoris no esteroidals ||| al·lèrgia als AINE	ca	01012021					al·lèrgia als antiinflamatoris no esteroidals 	al·lèrgia als AINE
	al·lèrgia als antileprosos	ca	01012021					al·lèrgia als antileprosos	
	al·lèrgia als antimetabòlits ||| al·lèrgia als antagonistes	ca	01012021					al·lèrgia als antimetabòlits 	al·lèrgia als antagonistes
	al·lèrgia als antineoplàstics	ca	01012021					al·lèrgia als antineoplàstics	
	al·lèrgia als antineoplàstics del grup dels triazens	ca	01012021					al·lèrgia als antineoplàstics del grup dels triazens	
	al·lèrgia als antipalúdics ||| al·lèrgia als antimalàrics	ca	01012021					al·lèrgia als antipalúdics 	al·lèrgia als antimalàrics
